snapped_at,price,market_cap,total_volume
30-11-2017,10406.18772,1.74E+11,7443964833
01-12-2017,10995.72355,1.84E+11,5021611420
02-12-2017,11162.54503,1.87E+11,3178820955
03-12-2017,11256.70183,1.88E+11,5761492456
04-12-2017,11634.98496,1.95E+11,3216349724
05-12-2017,12174.25374,2.04E+11,3131952574
06-12-2017,13876.47358,2.32E+11,5086411370
07-12-2017,18491.18155,3.09E+11,16482921408
08-12-2017,16908.00495,2.83E+11,24144297784
09-12-2017,15266.42639,2.55E+11,7307194000
10-12-2017,15808.5099,2.65E+11,10474626173
11-12-2017,17106.50515,2.86E+11,7710546750
12-12-2017,17249.92021,2.89E+11,4686094940
13-12-2017,16525.04449,2.77E+11,4407769522
14-12-2017,16865.36166,2.82E+11,4117594354
15-12-2017,17978.63056,3.01E+11,6146229229
16-12-2017,19665.39493,3.29E+11,5116192713
17-12-2017,19423.58015,3.25E+11,4251128480
18-12-2017,19188.05396,3.21E+11,5411492205
19-12-2017,18174.18676,3.04E+11,6141309845
20-12-2017,17059.88835,2.86E+11,7509260354
21-12-2017,16355.23823,2.74E+11,5580926437
22-12-2017,14084.82493,2.36E+11,12164204097
23-12-2017,15241.91647,2.55E+11,5076754666
24-12-2017,14451.11455,2.42E+11,4129411908
25-12-2017,14302.75371,2.40E+11,2485439207
26-12-2017,16616.68206,2.79E+11,4255570626
27-12-2017,16373.08108,2.75E+11,4950722889
28-12-2017,15067.8995,2.53E+11,5266566468
29-12-2017,15096.55944,2.53E+11,3753038184
30-12-2017,13620.36187,2.28E+11,3600481281
31-12-2017,14839.59079,2.49E+11,2921202870
01-01-2018,14093.60683,2.36E+11,2345478674
02-01-2018,15321.93285,2.57E+11,4130217904
03-01-2018,15583.88554,2.62E+11,3310355625
04-01-2018,15976.36519,2.68E+11,4217387188
05-01-2018,18336.92298,3.08E+11,6275687596
06-01-2018,18343.66249,3.08E+11,4240919831
07-01-2018,17039.87391,2.86E+11,3044989247
08-01-2018,15900.36502,2.67E+11,5752981090
09-01-2018,15604.72341,2.62E+11,4214092202
10-01-2018,15509.27013,2.60E+11,4969472883
11-01-2018,14050.56961,2.36E+11,5833888113
12-01-2018,14759.29463,2.48E+11,4021952803
13-01-2018,15193.3149,2.55E+11,3134247725
14-01-2018,14476.58897,2.43E+11,3336056551
15-01-2018,14411.99771,2.42E+11,3222958351
16-01-2018,11723.91352,1.97E+11,9677283153
17-01-2018,11415.39284,1.92E+11,10225958521
18-01-2018,11569.42499,1.94E+11,6558304864
19-01-2018,11758.46933,1.98E+11,4208563477
20-01-2018,13260.27119,2.23E+11,4520485016
21-01-2018,11703.50486,1.97E+11,4319501969
22-01-2018,10991.59501,1.85E+11,5012581424
23-01-2018,10894.00091,1.83E+11,4779406611
24-01-2018,11277.11597,1.90E+11,3582338296
25-01-2018,11225.25446,1.89E+11,3204496193
26-01-2018,11044.90724,1.86E+11,4616389063
27-01-2018,11456.21351,1.93E+11,2894314081
28-01-2018,11665.69693,1.96E+11,2682886341
29-01-2018,11157.66389,1.88E+11,2345235501
30-01-2018,11095.21069,1.87E+11,2321424680
31-01-2018,9989.689777,1.68E+11,3804947187
01-02-2018,10114.49509,1.70E+11,3225562145
02-02-2018,9070.555449,1.53E+11,4769515274
03-02-2018,8830.16351,1.49E+11,6813550017
04-02-2018,8994.914866,1.52E+11,3422042095
05-02-2018,8315.517491,1.40E+11,3337096341
06-02-2018,6852.052701,1.15E+11,5313588643
07-02-2018,7711.220329,1.30E+11,9152685413
08-02-2018,7611.610278,1.28E+11,4862232217
09-02-2018,8208.572084,1.38E+11,3190753947
10-02-2018,8650.71675,1.46E+11,2960039949
11-02-2018,8574.677638,1.45E+11,3371677738
12-02-2018,8168.63778,1.38E+11,2806997177
13-02-2018,8911.398574,1.50E+11,3069219871
14-02-2018,8518.269076,1.44E+11,2551515988
15-02-2018,9428.025607,1.59E+11,3282094241
16-02-2018,10112.58014,1.71E+11,4332356646
17-02-2018,10155.27706,1.71E+11,3141038601
18-02-2018,11006.64769,1.86E+11,3699819140
19-02-2018,10523.42931,1.78E+11,4740378627
20-02-2018,11103.09004,1.87E+11,3486171705
21-02-2018,11502.37705,1.94E+11,4225354045
22-02-2018,9973.59212,1.68E+11,4574800113
23-02-2018,10032.86311,1.69E+11,4626064156
24-02-2018,10301.88361,1.74E+11,4009462976
25-02-2018,9742.62819,1.64E+11,3465387502
26-02-2018,9699.517182,1.64E+11,2743650278
27-02-2018,10355.57813,1.75E+11,3646748812
28-02-2018,10709.38843,1.81E+11,3398119467
01-03-2018,10346.66493,1.75E+11,3182259829
02-03-2018,10859.55219,1.83E+11,2892166041
03-03-2018,11098.07581,1.88E+11,3031487197
04-03-2018,11356.0416,1.92E+11,3019436740
05-03-2018,11286.67629,1.91E+11,2580256309
06-03-2018,11526.42093,1.95E+11,2693945511
07-03-2018,10727.71625,1.81E+11,3618749299
08-03-2018,9999.682486,1.69E+11,4896773758
09-03-2018,9420.85489,1.59E+11,4028135944
10-03-2018,9276.33759,1.57E+11,5476476289
11-03-2018,8890.865804,1.50E+11,3260891796
12-03-2018,9512.456113,1.61E+11,3876612722
13-03-2018,9232.70588,1.56E+11,4019736167
14-03-2018,9216.530976,1.56E+11,3628990704
15-03-2018,8307.223386,1.41E+11,4020163253
16-03-2018,8359.365283,1.41E+11,4571407140
17-03-2018,8520.008159,1.44E+11,3070872383
18-03-2018,8063.409792,1.36E+11,2591898944
19-03-2018,8217.8422,1.39E+11,4330642348
20-03-2018,8640.52143,1.46E+11,4276409100
21-03-2018,8926.820496,1.51E+11,3554700592
22-03-2018,8970.317906,1.52E+11,3081152046
23-03-2018,8736.385769,1.48E+11,2931676660
24-03-2018,8824.592832,1.49E+11,2877067842
25-03-2018,8621.150792,1.46E+11,2444371384
26-03-2018,8478.638196,1.44E+11,2066020545
27-03-2018,8186.196063,1.39E+11,2972024163
28-03-2018,7836.763044,1.33E+11,2653185409
29-03-2018,7930.779541,1.34E+11,2033730317
30-03-2018,7126.895193,1.21E+11,3680239216
31-03-2018,6897.268578,1.17E+11,4264255595
01-04-2018,6975.275314,1.18E+11,2565052340
02-04-2018,6836.572327,1.16E+11,2649647152
03-04-2018,7080.417232,1.20E+11,2253363912
04-04-2018,7464.356094,1.27E+11,2762080503
05-04-2018,6845.315978,1.16E+11,2544238382
06-04-2018,6855.422305,1.16E+11,2568972346
07-04-2018,6628.754456,1.12E+11,1840465006
08-04-2018,6884.477235,1.17E+11,1856418406
09-04-2018,6984.808966,1.19E+11,1413593787
10-04-2018,6778.49157,1.15E+11,2437632634
11-04-2018,6829.316504,1.16E+11,1550558592
12-04-2018,6925.101995,1.18E+11,1586992258
13-04-2018,7836.396994,1.33E+11,4980342880
14-04-2018,7845.75284,1.33E+11,3910297535
15-04-2018,7897.719931,1.34E+11,2294693915
16-04-2018,8258.067084,1.40E+11,2350690711
17-04-2018,8030.999262,1.36E+11,2754142166
18-04-2018,7873.63551,1.34E+11,2491337660
19-04-2018,8097.418233,1.38E+11,2326968646
20-04-2018,8277.460639,1.41E+11,2422027692
21-04-2018,8499.450009,1.44E+11,2961030105
22-04-2018,8878.42826,1.51E+11,3214807963
23-04-2018,8769.011999,1.49E+11,2503340750
24-04-2018,8881.391704,1.51E+11,2205498227
25-04-2018,9716.489757,1.65E+11,4398198651
26-04-2018,8825.2025,1.50E+11,5523433548
27-04-2018,9221.868026,1.57E+11,3847600030
28-04-2018,8940.381122,1.52E+11,2839339949
29-04-2018,9249.659525,1.57E+11,3006508148
30-04-2018,9325.628851,1.59E+11,2827554754
01-05-2018,9198.18951,1.56E+11,2508704421
02-05-2018,9024.387512,1.54E+11,2661071473
03-05-2018,9122.653014,1.55E+11,2179558786
04-05-2018,9551.135184,1.62E+11,1228125378
05-05-2018,9634.538226,1.64E+11,2695999384
06-05-2018,9766.244485,1.66E+11,2617990804
07-05-2018,9583.871746,1.63E+11,2626417557
08-05-2018,9308.265026,1.58E+11,2767085706
09-05-2018,9149.517833,1.56E+11,2455200522
10-05-2018,9248.960396,1.57E+11,2363841215
11-05-2018,8969.940376,1.53E+11,2359598426
12-05-2018,8405.560563,1.43E+11,3726075355
13-05-2018,8480.580376,1.44E+11,2995955137
14-05-2018,8683.986203,1.48E+11,2283320840
15-05-2018,8696.974004,1.48E+11,3143239504
16-05-2018,8473.348649,1.44E+11,2586241490
17-05-2018,8343.125222,1.42E+11,2772906142
18-05-2018,8056.053192,1.37E+11,2173653717
19-05-2018,8202.82541,1.40E+11,2127912775
20-05-2018,8180.62701,1.39E+11,1672351903
21-05-2018,8443.260246,1.44E+11,1660868681
22-05-2018,8354.996336,1.42E+11,1711697912
23-05-2018,8009.299507,1.37E+11,1895031387
24-05-2018,7556.316043,1.29E+11,2777184893
25-05-2018,7563.435465,1.29E+11,2602938657
26-05-2018,7472.022602,1.27E+11,1959178260
27-05-2018,7328.871674,1.25E+11,1289488237
28-05-2018,7326.64394,1.25E+11,1247227035
29-05-2018,7111.068925,1.21E+11,1770692328
30-05-2018,7451.230837,1.27E+11,2224251684
31-05-2018,7380.851558,1.26E+11,1772428208
01-06-2018,7460.16695,1.27E+11,1714862985
02-06-2018,7487.076305,1.28E+11,1637953743
03-06-2018,7567.512938,1.29E+11,1531230054
04-06-2018,7639.879446,1.30E+11,1432775394
05-06-2018,7463.654996,1.27E+11,1643488925
06-06-2018,7569.01134,1.29E+11,1754013550
07-06-2018,7605.578489,1.30E+11,1562705992
08-06-2018,7613.777393,1.30E+11,1459894514
09-06-2018,7561.166101,1.29E+11,1362045102
10-06-2018,7415.001379,1.27E+11,1102262799
11-06-2018,6767.499485,1.16E+11,2788497501
12-06-2018,6880.133649,1.18E+11,1973448736
13-06-2018,6581.828075,1.12E+11,2060764063
14-06-2018,6334.098906,1.08E+11,2571112868
15-06-2018,6644.72068,1.14E+11,2354179149
16-06-2018,6406.80705,1.10E+11,1740752642
17-06-2018,6478.815924,1.11E+11,1306649276
18-06-2018,6418.850002,1.10E+11,1120785833
19-06-2018,6677.533403,1.14E+11,1750367371
20-06-2018,6708.68182,1.15E+11,1649449915
21-06-2018,6714.375461,1.15E+11,1626421446
22-06-2018,6690.832152,1.14E+11,1400178396
23-06-2018,6088.579442,1.04E+11,2932411240
24-06-2018,6169.437264,1.06E+11,1635692583
25-06-2018,6159.707194,1.05E+11,2452039492
26-06-2018,6241.848712,1.07E+11,4326984848
27-06-2018,6069.872606,1.04E+11,3248018160
28-06-2018,6117.03641,1.05E+11,2057221708
29-06-2018,5879.988974,1.01E+11,1928320709
30-06-2018,6182.256748,1.06E+11,2341618860
01-07-2018,6366.499468,1.09E+11,2086842502
02-07-2018,6312.877243,1.08E+11,2601785822
03-07-2018,6595.547313,1.13E+11,3392521918
04-07-2018,6497.607355,1.11E+11,3013786719
05-07-2018,6562.721737,1.12E+11,3111969366
06-07-2018,6537.740872,1.12E+11,3315114738
07-07-2018,6603.294704,1.13E+11,4742128038
08-07-2018,6759.836089,1.16E+11,6047929423
09-07-2018,6700.635479,1.15E+11,5015170530
10-07-2018,6648.256796,1.14E+11,5246420831
11-07-2018,6303.380665,1.08E+11,4358427108
12-07-2018,6373.234805,1.09E+11,3969169304
13-07-2018,6230.590197,1.07E+11,3534743492
14-07-2018,6248.397313,1.07E+11,3951261053
15-07-2018,6246.137412,1.07E+11,3709146623
16-07-2018,6349.695837,1.09E+11,2857367440
17-07-2018,6741.69196,1.16E+11,4559363479
18-07-2018,7303.37306,1.25E+11,6194130741
19-07-2018,7334.771372,1.26E+11,4843025305
20-07-2018,7442.800739,1.28E+11,4107857511
21-07-2018,7331.871523,1.26E+11,3727831731
22-07-2018,7379.137272,1.27E+11,2892881147
23-07-2018,7395.866405,1.27E+11,5717881946
24-07-2018,7704.995679,1.32E+11,6202101798
25-07-2018,8422.373923,1.45E+11,5592076818
26-07-2018,8144.553482,1.40E+11,4086880124
27-07-2018,7929.079244,1.36E+11,3429994450
28-07-2018,8145.333168,1.40E+11,3624913498
29-07-2018,8192.135702,1.41E+11,3659115451
30-07-2018,8197.593576,1.41E+11,2598593362
31-07-2018,8185.921138,1.41E+11,3497813385
01-08-2018,7738.249305,1.33E+11,4675498855
02-08-2018,7612.300754,1.31E+11,11591125727
03-08-2018,7540.633151,1.30E+11,6834800615
04-08-2018,7411.666382,1.27E+11,5580835718
05-08-2018,7009.012012,1.20E+11,5952900998
06-08-2018,7036.609331,1.21E+11,5989412029
07-08-2018,6926.116779,1.19E+11,6927841832
08-08-2018,6711.732422,1.15E+11,6729676124
09-08-2018,6259.52771,1.08E+11,6834119515
10-08-2018,6531.249787,1.12E+11,5843796067
11-08-2018,6166.590418,1.06E+11,6731245061
12-08-2018,6205.21848,1.07E+11,5708911347
13-08-2018,6318.407222,1.09E+11,5507023282
14-08-2018,6283.996251,1.08E+11,5381627198
15-08-2018,6212.22604,1.07E+11,7179484727
16-08-2018,6267.768709,1.08E+11,6619548180
17-08-2018,6309.385226,1.09E+11,5982589407
18-08-2018,6566.715163,1.13E+11,6206194159
19-08-2018,6382.060591,1.10E+11,5616965846
20-08-2018,6475.49402,1.11E+11,5160365103
21-08-2018,6242.882438,1.08E+11,5578292471
22-08-2018,6467.27173,1.11E+11,5658517103
23-08-2018,6336.656327,1.09E+11,6759411528
24-08-2018,6521.065718,1.12E+11,6096332849
25-08-2018,6684.379144,1.15E+11,6913767388
26-08-2018,6736.036058,1.16E+11,5280060348
27-08-2018,6728.288003,1.15E+11,5215045899
28-08-2018,6911.096029,1.19E+11,5444349729
29-08-2018,7075.983405,1.22E+11,6246602892
30-08-2018,7046.748947,1.21E+11,5976493149
31-08-2018,7024.145107,1.21E+11,6587864491
01-09-2018,7027.631279,1.21E+11,5959884321
02-09-2018,7211.270768,1.24E+11,6257915214
03-09-2018,7305.272801,1.26E+11,6640164155
04-09-2018,7260.897517,1.25E+11,4511643010
05-09-2018,7359.462993,1.27E+11,5344233220
06-09-2018,6764.926774,1.17E+11,7036065651
07-09-2018,6498.279613,1.12E+11,6558109771
08-09-2018,6397.81887,1.10E+11,4422971842
09-09-2018,6181.194451,1.07E+11,3851077568
10-09-2018,6260.764806,1.08E+11,4174629548
11-09-2018,6308.135475,1.09E+11,4504626594
12-09-2018,6278.91707,1.08E+11,5001529025
13-09-2018,6330.574238,1.09E+11,5026516733
14-09-2018,6486.46163,1.12E+11,4987196752
15-09-2018,6500.012255,1.12E+11,5350596522
16-09-2018,6530.221146,1.13E+11,4295951324
17-09-2018,6506.248493,1.12E+11,4715407407
18-09-2018,6250.121727,1.08E+11,4600931272
19-09-2018,6347.069255,1.10E+11,4472798160
20-09-2018,6383.753841,1.10E+11,5380977505
21-09-2018,6491.885242,1.12E+11,5059042420
22-09-2018,6753.834472,1.17E+11,5931455400
23-09-2018,6747.032173,1.17E+11,5159534299
24-09-2018,6711.029452,1.16E+11,4322794079
25-09-2018,6596.187313,1.14E+11,4626497702
26-09-2018,6441.311545,1.11E+11,4580781824
27-09-2018,6462.795635,1.12E+11,3788299697
28-09-2018,6704.704246,1.16E+11,4690261095
29-09-2018,6634.765965,1.15E+11,3140320712
30-09-2018,6606.073795,1.14E+11,2294291064
01-10-2018,6626.037956,1.15E+11,1908960743
02-10-2018,6598.84126,1.14E+11,1893760873
03-10-2018,6524.607698,1.13E+11,2035903501
04-10-2018,6499.262379,1.13E+11,2247969611
05-10-2018,6578.701809,1.14E+11,2059404665
06-10-2018,6621.189364,1.15E+11,1840911130
07-10-2018,6589.124682,1.14E+11,1464404366
08-10-2018,6584.832153,1.14E+11,1499424737
09-10-2018,6653.089451,1.15E+11,2081626437
10-10-2018,6633.74573,1.15E+11,1741398467
11-10-2018,6582.455082,1.14E+11,2070407902
12-10-2018,6234.367641,1.08E+11,3581191343
13-10-2018,6285.592983,1.09E+11,2295615181
14-10-2018,6314.883384,1.09E+11,1851879465
15-10-2018,6328.55476,1.10E+11,1847113724
16-10-2018,6659.875508,1.15E+11,6217858944
17-10-2018,6635.125668,1.15E+11,2746546151
18-10-2018,6635.741832,1.15E+11,2820354466
19-10-2018,6517.511088,1.13E+11,2625598931
20-10-2018,6483.827769,1.12E+11,2652532022
21-10-2018,6532.67875,1.13E+11,2387105749
22-10-2018,6529.670021,1.13E+11,2127987153
23-10-2018,6512.589059,1.13E+11,2655159955
24-10-2018,6472.799661,1.12E+11,2784381147
25-10-2018,6481.44359,1.12E+11,2607022302
26-10-2018,6458.191522,1.12E+11,2618534041
27-10-2018,6468.826425,1.12E+11,2698016931
28-10-2018,6457.058635,1.12E+11,2383295891
29-10-2018,6481.323142,1.12E+11,2065446089
30-10-2018,6292.647924,1.09E+11,3631795693
31-10-2018,6331.781808,1.10E+11,1962209614
01-11-2018,6366.72011,1.10E+11,2042670545
02-11-2018,6379.972972,1.11E+11,2922702484
03-11-2018,6425.441583,1.12E+11,2675454291
04-11-2018,6388.189788,1.11E+11,2582446887
05-11-2018,6351.061941,1.10E+11,3198297932
06-11-2018,6415.443409,1.11E+11,3213571991
07-11-2018,6474.84729,1.12E+11,3408876944
08-11-2018,6574.80118,1.14E+11,3120683821
09-11-2018,6490.454731,1.13E+11,2402484611
10-11-2018,6413.782039,1.11E+11,2707057000
11-11-2018,6429.898792,1.11E+11,1672332108
12-11-2018,6434.284597,1.12E+11,2943678894
13-11-2018,6411.353436,1.11E+11,2651674691
14-11-2018,6394.289276,1.11E+11,2890964719
15-11-2018,5788.612494,1.01E+11,5690409837
16-11-2018,5686.541131,98829079081,4981978553
17-11-2018,5609.956182,97344067024,3236633357
18-11-2018,5599.191596,97299989131,2525819291
19-11-2018,5638.861481,98118875508,2422604401
20-11-2018,4889.197859,85228342224,6126269575
21-11-2018,4450.711454,76601948314,6314969584
22-11-2018,4613.448412,80360705527,4321511764
23-11-2018,4307.388732,75518575145,3055231903
24-11-2018,4376.904947,76120308176,3520222576
25-11-2018,3895.836813,67756132282,3115187178
26-11-2018,4039.836551,70327984591,5226773378
27-11-2018,3811.923529,66796155269,4652103084
28-11-2018,3832.924516,66811830848,4050028039
29-11-2018,4267.243629,74381953561,4973628808
30-11-2018,4279.475593,74400715840,4313265392
01-12-2018,4009.68958,69715049461,4007783473
02-12-2018,4189.573823,73075855208,3183894471
03-12-2018,4124.593549,71784475616,3242289556
04-12-2018,3878.839235,67489136960,3128854933
05-12-2018,3943.692812,68592152288,3255899965
06-12-2018,3751.691966,65355774058,3020004368
07-12-2018,3466.763864,60357918912,3672494312
08-12-2018,3408.523617,59348913270,5243194484
09-12-2018,3424.705861,59526617774,3430203804
10-12-2018,3550.546434,61832986280,2938443354
11-12-2018,3433.80844,59805353929,2614506143
12-12-2018,3378.808778,58852767064,2720740077
13-12-2018,3438.100074,59878323500,2552041790
14-12-2018,3294.636157,57318285688,2620531733
15-12-2018,3216.62715,55998515509,2663819605
16-12-2018,3221.976204,56171263934,2103029920
17-12-2018,3217.046835,56050483690,1972663570
18-12-2018,3506.217013,61143447505,3421249875
19-12-2018,3655.775046,63720433230,3898845062
20-12-2018,3687.750553,64363548271,4721562504
21-12-2018,4065.097238,70578857837,6126325233
22-12-2018,3846.227498,67118181897,4813606169
23-12-2018,3960.567773,68846085704,3568245608
24-12-2018,3941.61774,68680118909,3514437243
25-12-2018,4021.990255,70266326465,5022191528
26-12-2018,3759.178427,65350104373,4189084247
27-12-2018,3781.613082,65972460015,3568561116
28-12-2018,3587.70388,62808667854,3386167814
29-12-2018,3854.421097,67263083067,3561935969
30-12-2018,3778.19394,66838758054,3031003209
31-12-2018,3809.728229,66494185031,3109685385
01-01-2019,3692.531566,64422635600,2991427568
02-01-2019,3794.264254,66188448932,2689877851
03-01-2019,3872.172184,67643304990,3263469039
04-01-2019,3776.525808,65922288583,2261199755
05-01-2019,3815.26808,66650769533,2950054796
06-01-2019,3787.307857,66070973627,2763831884
07-01-2019,4013.520091,70084169300,3435733236
08-01-2019,3989.668718,69602133074,3360163853
09-01-2019,3973.591255,69418693910,3482430798
10-01-2019,3982.225913,69609283899,3230523441
11-01-2019,3623.847729,63326376681,4144535970
12-01-2019,3632.849306,63121578244,3263342033
13-01-2019,3598.436347,62924488426,2456062890
14-01-2019,3495.832311,61050348902,2675674830
15-01-2019,3648.048286,63758350561,3101461658
16-01-2019,3567.801243,62348810149,2953789408
17-01-2019,3597.647323,62969304894,2753646524
18-01-2019,3620.981281,63320099663,3049367561
19-01-2019,3597.793252,62898826372,2649449860
20-01-2019,3674.587271,64269861568,2766880413
21-01-2019,3539.167531,61969431897,2940644469
22-01-2019,3531.004183,61784404483,2561594565
23-01-2019,3571.266908,62482350134,2718371972
24-01-2019,3555.700003,62216525710,2663764215
25-01-2019,3565.642005,62397665388,2514079888
26-01-2019,3564.822417,62386316357,2582590473
27-01-2019,3563.614563,62374968461,2548165746
28-01-2019,3553.121681,62192208388,2882787007
29-01-2019,3432.215668,60087154448,3445780458
30-01-2019,3413.375483,59768195291,4865613085
31-01-2019,3457.882649,60555372964,4973814467
01-02-2019,3431.943638,60101226569,4330022381
02-02-2019,3464.490148,60678990333,3765731026
03-02-2019,3486.581616,61071179758,3310421844
04-02-2019,3454.025844,60524138032,2375918195
05-02-2019,3464.003509,60723961266,4454914649
06-02-2019,3469.894677,60825168549,3653777872
07-02-2019,3405.836861,59682137962,4211212356
08-02-2019,3394.014653,59482397753,3297274818
09-02-2019,3664.282103,64226481382,6293135761
10-02-2019,3667.408264,64286029202,4883557857
11-02-2019,3675.691629,64439836442,5081021130
12-02-2019,3631.44454,63670312531,5446022476
13-02-2019,3633.965047,63712841387,5532706262
14-02-2019,3610.062273,63267872021,5635612273
15-02-2019,3589.66183,62991824524,11971659893
16-02-2019,3601.229191,63165603232,4506367417
17-02-2019,3622.591653,63547140519,4019925055
18-02-2019,3665.075531,64383522064,4945386865
19-02-2019,3886.5202,68147457623,9588927259
20-02-2019,3915.009971,68719418872,5969708630
21-02-2019,3976.808907,69790459106,6377580055
22-02-2019,3934.813594,69059468753,6838246918
23-02-2019,3973.641323,69748877117,5999302846
24-02-2019,4115.337927,72266544792,8493566415
25-02-2019,3742.868947,66108588220,11112465191
26-02-2019,3824.683504,67154603800,9049456994
27-02-2019,3809.209775,66890485485,2992667601
28-02-2019,3813.377892,67155912259,7731184276
01-03-2019,3815.607608,67016664287,7627783001
02-03-2019,3815.75394,67085713234,5524886886
03-03-2019,3819.645731,67101767699,3291046239
04-03-2019,3806.954274,66885712070,6749676087
05-03-2019,3712.812457,65238057882,3608196681
06-03-2019,3852.461666,67733767403,9088065055
07-03-2019,3860.510762,67888909504,8477459044
08-03-2019,3871.637248,68020879276,6098011810
09-03-2019,3861.879307,67914021946,9387592412
10-03-2019,3941.600873,69292799411,8968209822
11-03-2019,3923.559789,68962957216,8576340544
12-03-2019,3860.35923,67983966610,6459945402
13-03-2019,3876.480853,68203157396,8326845841
14-03-2019,3865.817783,67968370344,7240802847
15-03-2019,3876.698708,68177693410,8610482287
16-03-2019,3925.46058,69031558676,8157372615
17-03-2019,4007.709464,70497099778,8463266885
18-03-2019,3980.990105,70051219293,6533306537
19-03-2019,3986.706894,70152235369,7639543945
20-03-2019,4013.576969,70618508802,7503839511
21-03-2019,4045.572634,71208656537,9137227916
22-03-2019,3983.317781,70175421257,9845582434
23-03-2019,3989.158491,70227188529,9404569963
24-03-2019,4008.945386,70485598084,9206940725
25-03-2019,3993.3949,70330401860,9883972401
26-03-2019,3927.577297,69206266249,10661215003
27-03-2019,3938.659743,69368692535,19375985748
28-03-2019,4036.160918,71134892682,16215886403
29-03-2019,4028.391301,70961529493,15160882531
30-03-2019,4103.32286,72303023146,16340416942
31-03-2019,4103.856421,72305792937,13007834060
01-04-2019,4103.521739,72310769858,9729996888
02-04-2019,4146.321928,73066822742,12393581267
03-04-2019,4862.230428,86200568433,24241877355
04-04-2019,4955.831824,87673795384,27840300619
05-04-2019,4899.021554,86482892583,23773239681
06-04-2019,5014.955827,88332459638,20072621554
07-04-2019,5041.869076,88955701285,19652913084
08-04-2019,5176.977884,91102196906,22875598540
09-04-2019,5266.894776,92817357385,21960916923
10-04-2019,5172.175265,91255525158,15780870293
11-04-2019,5308.905683,93646653914,19407452727
12-04-2019,5047.793162,89079171480,19758274668
13-04-2019,5082.465152,89668931908,15595642634
14-04-2019,5072.987191,89473995794,12260233701
15-04-2019,5149.314493,90952758268,12373544681
16-04-2019,5039.881017,89148028192,13837248985
17-04-2019,5213.598377,91835875598,13646324290
18-04-2019,5218.95715,92156851199,14530488676
19-04-2019,5274.767013,93215173177,15343841014
20-04-2019,5280.354444,93210585887,16257796674
21-04-2019,5307.689183,93900276129,14990889922
22-04-2019,5311.16484,93759009855,16383813162
23-04-2019,5380.93579,94990455843,17199396917
24-04-2019,5557.925728,98039931169,19400647820
25-04-2019,5452.101753,96218396013,20538511242
26-04-2019,5203.088599,91817406864,19329534424
27-04-2019,5295.84732,93049690718,19632024918
28-04-2019,5256.977802,93148101240,14876251954
29-04-2019,5257.803249,92775167509,15573084969
30-04-2019,5199.755009,91885324030,15442022887
01-05-2019,5292.803975,93534079556,16794865767
02-05-2019,5354.5868,94579889910,14566414700
03-05-2019,5450.70662,96389607752,16512618031
04-05-2019,5731.4931,1.01E+11,20006287572
05-05-2019,5803.943309,1.03E+11,19242843060
06-05-2019,5749.32378,1.02E+11,16184057012
07-05-2019,5715.757136,1.01E+11,16811224132
08-05-2019,5841.053771,1.04E+11,19408267639
09-05-2019,5957.856733,1.05E+11,16672412472
10-05-2019,6168.268996,1.09E+11,18401396126
11-05-2019,6370.233759,1.13E+11,20801839693
12-05-2019,7258.261281,1.29E+11,32480039430
13-05-2019,6953.751389,1.23E+11,31545333637
14-05-2019,7805.981649,1.38E+11,32078035931
15-05-2019,7990.055554,1.41E+11,35426123185
16-05-2019,8192.223139,1.45E+11,30893707828
17-05-2019,7875.9132,1.40E+11,35026947534
18-05-2019,7343.371457,1.30E+11,33030146386
19-05-2019,7300.655158,1.29E+11,22478772524
20-05-2019,8168.73069,1.45E+11,30747684364
21-05-2019,7976.851713,1.41E+11,28621475468
22-05-2019,7958.365526,1.41E+11,25314342979
23-05-2019,7665.796854,1.36E+11,24589881451
24-05-2019,7861.812792,1.39E+11,25345060243
25-05-2019,7977.244882,1.41E+11,27368459147
26-05-2019,8037.627432,1.42E+11,23978335158
27-05-2019,8631.080578,1.53E+11,29224396883
28-05-2019,8816.033915,1.56E+11,33136840741
29-05-2019,8726.97811,1.55E+11,27335990651
30-05-2019,8650.677406,1.53E+11,28214892247
31-05-2019,8310.891063,1.48E+11,33295240431
01-06-2019,8575.646353,1.52E+11,30329343189
02-06-2019,8554.261728,1.52E+11,26683797990
03-06-2019,8743.705469,1.55E+11,25133975363
04-06-2019,8173.632762,1.45E+11,24486741553
05-06-2019,7683.636261,1.36E+11,25442100900
06-06-2019,7812.448855,1.39E+11,24641673547
07-06-2019,7821.123897,1.39E+11,24560046378
08-06-2019,8036.108159,1.43E+11,23629265497
09-06-2019,7942.539284,1.41E+11,19829877311
10-06-2019,7668.029628,1.36E+11,20152037018
11-06-2019,8002.729983,1.42E+11,21741587788
12-06-2019,7897.975477,1.40E+11,21017248550
13-06-2019,8145.059098,1.44E+11,22181532883
14-06-2019,8227.625726,1.46E+11,22919390184
15-06-2019,8671.505389,1.54E+11,23291543613
16-06-2019,8818.609507,1.57E+11,21892878337
17-06-2019,8978.772588,1.60E+11,27305637341
18-06-2019,9312.868295,1.65E+11,27464356714
19-06-2019,9094.021746,1.62E+11,25029522787
20-06-2019,9285.928674,1.65E+11,22298101529
21-06-2019,9548.314565,1.70E+11,24707058599
22-06-2019,10118.35946,1.80E+11,28580960083
23-06-2019,10704.92215,1.90E+11,40190146697
24-06-2019,10846.1251,1.93E+11,29108428088
