snapped_at,price,market_cap,total_volume
31-03-2016,415.366,6388090245,1432304099
01-04-2016,416.754,6410999714,447338223
02-04-2016,419.67,6457346881,633704454
03-04-2016,418.185,6435354873,429476810.4
04-04-2016,419.437,6456959981,525611739.8
05-04-2016,422.651,6508054062,541558101.3
06-04-2016,421.656,6494387878,527136257.7
07-04-2016,421.076,6486917899,593936633.5
08-04-2016,418.474,6448380946,727873660.9
09-04-2016,416.145,6413012926,791269617.3
10-04-2016,421.133,6492839084,484836963.8
11-04-2016,422.584,6516847462,710470936.9
12-04-2016,426.181,6573884543,1182165394
13-04-2016,424.269,6546120648,785800596
14-04-2016,424.932,6558071166,616490737.8
15-04-2016,429.966,6637309898,841700526.6
16-04-2016,430.941,6653836775,743886906.6
17-04-2016,428.027,6610502491,528907575.4
18-04-2016,428.506,6619389286,549297574.3
19-04-2016,436.37,6742483781,674540887.3
20-04-2016,441.916,6830010642,1101674781
21-04-2016,451.083,6973348482,1340299673
22-04-2016,447.488,6919439821,1244399315
23-04-2016,451.818,6987975324,835075482.7
24-04-2016,459.923,7114859335,1609960187
25-04-2016,460.466,7123685300,1607304204
26-04-2016,467.856,7240796777,1278134939
27-04-2016,444.789,6885300361,1344104894
28-04-2016,449.381,6957889603,1497339511
29-04-2016,456.566,7070940369,683291625.4
30-04-2016,447.903,6938342200,577836728.9
01-05-2016,452.592,7012822522,394606185.8
02-05-2016,444.488,6888908380,679795242.4
03-05-2016,450.3,6980741978,460396814.1
04-05-2016,447.119,6933273129,430680620.3
05-05-2016,448.922,6962982235,547921245.8
06-05-2016,461.62,7161803490,892002595.4
07-05-2016,459.248,7126736757,418352341.3
08-05-2016,459.283,7129139993,640880145.1
09-05-2016,461.747,7169395601,892533004.2
10-05-2016,450.326,6993799201,1121093827
11-05-2016,452.179,7024148586,672525013.6
12-05-2016,454.731,7065405649,697010377.1
13-05-2016,456.007,7086941589,489812072.4
14-05-2016,455.503,7080714422,540603400.5
15-05-2016,457.837,7118621365,514727783.6
16-05-2016,454.893,7074393585,649625052.5
17-05-2016,452.422,7037627800,456208618.6
18-05-2016,453.371,7054124066,382814029.9
19-05-2016,440.539,6855767039,626926267.8
20-05-2016,441.888,6878428608,644225134.7
21-05-2016,443.147,6899543980,382669886.1
22-05-2016,438.675,6831902516,369986913.4
23-05-2016,443.175,6903990658,378979422.1
24-05-2016,445.769,6945849972,423917608.1
25-05-2016,449.055,6998825287,593928754.6
26-05-2016,453.732,7073262178,772901620.2
27-05-2016,473.864,7388724420,1609915744
28-05-2016,528.545,8243121752,2308852892
29-05-2016,524.624,8182390025,2265760455
30-05-2016,534.224,8335577206,1027238918
31-05-2016,531.407,8293336920,976889071.5
01-06-2016,539.168,8416291167,864207752.9
02-06-2016,538.832,8413013020,655601895.7
03-06-2016,570.445,8908568259,947549857.4
04-06-2016,573.526,8958404429,1014758654
05-06-2016,574.4756747,8975651028,980649173.4
06-06-2016,585.563,9151383511,850291006.7
07-06-2016,577.9106943,9033842182,995595870
08-06-2016,583.139,9117713570,625927307.7
09-06-2016,577.607,9033585758,570784842.2
10-06-2016,579.2276479,9060944980,574507838.3
11-06-2016,597.746562,9352955399,567638086.3
12-06-2016,671.7122785,10512767357,2134843167
13-06-2016,704.2918522,11025583302,1929369214
14-06-2016,685.9321316,10740428206,1295617504
15-06-2016,693.227,10857217290,1111645976
16-06-2016,765.463,11991494583,2295279423
17-06-2016,749.419,11742908608,2089119189
18-06-2016,756.7996013,11861509350,1639977543
19-06-2016,764.046,11978503075,1440147059
20-06-2016,734.1617358,11512940800,1274257071
21-06-2016,664.9965294,10430819686,2616450205
22-06-2016,591.895,9286122276,2116429838
23-06-2016,623.2062564,9779539537,2950728709
24-06-2016,661.4166052,10381264326,2819565197
25-06-2016,666.0566979,10456807082,2165368589
26-06-2016,629.306,9882102247,1973414930
27-06-2016,648.3,10182702232,1893446211
28-06-2016,646.843,10162291636,1557753995
29-06-2016,637.437,10016780634,1478192306
30-06-2016,671.616,10556309174,1557452115
01-07-2016,677.71,10654888849,1520646626
02-07-2016,693.047,10897332419,1369565986
03-07-2016,664.7451003,10456041581,1980745475
04-07-2016,678.7005717,10678148802,1647219063
05-07-2016,667.530518,10504760880,1363651289
06-07-2016,675.919,10639167836,1193299158
07-07-2016,638.62,10054273625,2122556833
08-07-2016,665.7445063,10483645176,1407424927
09-07-2016,653.8705125,10298813662,1734638027
10-07-2016,650.321,10244077501,1043956725
11-07-2016,649.07,10225531861,969355597.1
12-07-2016,670.948,10571303712,1085661832
13-07-2016,658.15,10370703851,930971250.7
14-07-2016,659.576,10394281929,907126119.1
15-07-2016,665.6869915,10491679653,915530669.9
16-07-2016,663.501,10458476977,583921220
17-07-2016,678.3905582,10694420116,878701509.4
18-07-2016,674.7874378,10638777020,951136968
19-07-2016,674.557389,10636194258,721148317.7
20-07-2016,670.8934741,10579131342,718486386.1
21-07-2016,665.3643845,10493517599,651736587.5
22-07-2016,651.09,10269410782,744993482.4
23-07-2016,655.423,10338768243,749951409.5
24-07-2016,660.8489235,10425364937,628152931.6
25-07-2016,654.5186383,10326505496,571897923.7
26-07-2016,651.31,10276898044,704328935.7
27-07-2016,655.6182633,10345876482,701731382.9
28-07-2016,655.8904302,10351218168,590272472.8
29-07-2016,657.3423792,10375300169,498459288.3
30-07-2016,654.5489803,10332176091,381261251.2
31-07-2016,623.7457713,9847086966,1034681070
01-08-2016,605.747,9564059424,1099193369
02-08-2016,517.1349294,8165924599,1868906087
03-08-2016,567.3810616,8960483431,2497221231
04-08-2016,576.6037067,9107192616,1656264327
05-08-2016,576.0338,9099338659,730357921.5
06-08-2016,587.635,9283768001,781499291.6
07-08-2016,592.6675,9364319559,1119146427
08-08-2016,590.7125,9334500359,732938493.5
09-08-2016,585.3025,9249860836,764158462.5
10-08-2016,592.2668433,9361030949,787203551.1
11-08-2016,587.6138,9288488902,332761748.9
12-08-2016,586.53,9272434001,332148000.2
13-08-2016,584.4688683,9241013898,528917329.6
14-08-2016,570.7367,9024984100,800709328
15-08-2016,567.7342837,8978508770,689576137.5
16-08-2016,578.2231511,9145336947,665471810.7
17-08-2016,571.461915,9039235991,509828615.1
18-08-2016,572.2684198,9053050627,448162729.7
19-08-2016,573.4919907,9073411772,404401760.6
20-08-2016,581.9462731,9208301152,449090940.6
21-08-2016,580.5870271,9187908144,397848571.1
22-08-2016,585.2175,9262302917,391991120.3
23-08-2016,582.0038,9212472966,602216568.7
24-08-2016,577.8880532,9148400142,366732500.4
25-08-2016,576.1163,9121223052,401309291
26-08-2016,578.1038,9153633134,338221514.6
27-08-2016,568.575,9003730819,445311513.4
28-08-2016,573.5288,9083223370,339737295.9
29-08-2016,572.5102284,9068122329,381390186.6
30-08-2016,576.08,9125715540,414583282.4
31-08-2016,571.7582827,9058256695,335483654.4
01-09-2016,571.59,9056523460,356532608.3
02-09-2016,573.9625,9095188851,378500484.5
03-09-2016,596.195,9448393430,561496914.8
04-09-2016,608.6888,9647700437,884434073.9
05-09-2016,606.6438,9616262727,618185193
06-09-2016,610.6838,9681336387,560341026.7
07-09-2016,614.3264886,9740198080,597124132.7
08-09-2016,625.4675,9917920560,1600702239
09-09-2016,621.9125,9862631721,850137524.8
10-09-2016,623.0588,9881939361,586796232.5
11-09-2016,605.3154152,9601743135,1228662231
12-09-2016,605.8312052,9611117069,973866198.7
13-09-2016,606.645,9625199431,699782155.3
14-09-2016,608.425,9654573080,619105286
15-09-2016,605.5838,9610607639,549080254.7
16-09-2016,606.5533659,9627042762,546585886.1
17-09-2016,605.3438,9609021664,531090439.8
18-09-2016,608.795,9664864143,1306045902
19-09-2016,608.6176343,9663034352,1272958790
20-09-2016,607.7688126,9650615110,953214316.4
21-09-2016,595.8402492,9462412680,1589139471
22-09-2016,594.9588,9449414102,994983745.5
23-09-2016,601.8925,9560527882,1471656057
24-09-2016,601.2725,9551877467,1136053862
25-09-2016,599.3113,9522044920,1074112053
26-09-2016,606.0970645,9630957512,1917754354
27-09-2016,604.2075,9602128428,1448434854
28-09-2016,603.555,9592874199,1023325385
29-09-2016,604.6375,9611116960,1291135796
30-09-2016,608.2575,9669703048,1177411408
01-10-2016,614.0598845,9763087935,1673872374
02-10-2016,610.3588,9705298189,1018352267
03-10-2016,611.9609027,9731860021,767820467
04-10-2016,609.2425,9689785072,817050996.3
05-10-2016,611.6363,9729061309,915039145.9
06-10-2016,610.98,9719787550,714618920.4
07-10-2016,616.2188,9804216114,1104537956
08-10-2016,616.5338,9810492981,793016113.8
09-10-2016,614.6238,9781273121,901840112.4
10-10-2016,614.3138,9777010536,1274169413
11-10-2016,640.7,10198278180,2996984110
12-10-2016,635.6163,10118464866,2475619341
13-10-2016,634.6223388,10103624254,2099764691
14-10-2016,638.18,10161283203,1671558094
15-10-2016,637.2088,10146912931,1644480562
16-10-2016,640.1863,10195309967,1454057375
17-10-2016,637.4825,10153229676,1187159913
18-10-2016,635.465,10122263522,2024277148
19-10-2016,628.4375,10011295943,1955775380
20-10-2016,628.5425,10013934082,1803186001
21-10-2016,629.7188,10033936840,1283400177
22-10-2016,652.0875,10391486424,3522949283
23-10-2016,649.6263,10353442543,3643525163
24-10-2016,648.7663,10340849545,3212766801
25-10-2016,652.6338,10403520542,2499429907
26-10-2016,673.4175,10735427841,4850797703
27-10-2016,683.3725,10896021892,5041475157
28-10-2016,687.5588,10963463345,5069538566
29-10-2016,715.4103243,11409389607,6838400543
30-10-2016,697.2773625,11121149987,5824289996
31-10-2016,698.5763,11143032476,6861251336
01-11-2016,729.205,11633474056,5882440879
02-11-2016,734.1638,11713747882,4549460043
03-11-2016,686.0613,10947521328,10469111039
04-11-2016,702.11,11204614010,5929334121
05-11-2016,704.0225,11236368065,2146200088
06-11-2016,712.1263,11367022668,2676516224
07-11-2016,706.0925,11271922276,3299753094
08-11-2016,708.94,11318680822,3071821253
09-11-2016,721.1775,11515479618,4364284008
10-11-2016,713.2141433,11389753142,3237455966
11-11-2016,715.6425,11429941440,3576474208
12-11-2016,703.76,11241603256,6291883754
13-11-2016,702.346317,11220193118,3720281493
14-11-2016,705.55,11279469101,5335752435
15-11-2016,712.1588998,11386521351,7530105089
16-11-2016,740.8993549,11847684539,9936150861
17-11-2016,738.48,11810455254,5475859343
18-11-2016,748.4263,11970910273,3987706065
19-11-2016,750.4100481,12003962099,3235133019
20-11-2016,728.3713,11652611522,5039283040
21-11-2016,736.505,11783996775,3192815797
22-11-2016,748.1225,11971109864,3267220914
23-11-2016,741.1662465,11861151745,3775381683
24-11-2016,736.7486937,11791975961,3798900330
25-11-2016,738.2039432,11816670435,2481664642
26-11-2016,732.7338,11730463633,2391921659
27-11-2016,727.7575,11652161720,2688074106
28-11-2016,731.8424614,11719038708,2451726074
29-11-2016,731.81,11719891046,1904325476
30-11-2016,742.3588,11890119633,4489070915
01-12-2016,753.055,12062849170,5522487160
02-12-2016,771.1713,12354385552,4613958358
03-12-2016,764.8338233,12254501750,2869024714
04-12-2016,766.3688,12280532758,3517012112
05-12-2016,752.24,12055567494,3552862905
06-12-2016,758.6925,12160418227,3256985152
07-12-2016,763.915,12245767527,2603948961
08-12-2016,768.675,12323570552,2683311953
09-12-2016,769.8413,12343519928,3111825855
10-12-2016,773.1262934,12397466678,6551233316
11-12-2016,768.2325,12320826025,5508375144
12-12-2016,778.4323012,12485927227,6313690794
13-12-2016,778.215,12484153824,2821130580
14-12-2016,775.8913,12444714534,1558761071
15-12-2016,775.5725,12444351602,1345904094
16-12-2016,781.3375,12538210372,1764681181
17-12-2016,788.8775,12660596388,1759607152
18-12-2016,788.4413,12654965391,1469513205
19-12-2016,790.1163,12683371140,1102832367
20-12-2016,799.7213,12838925681,1894271980
21-12-2016,826.6207679,13272429705,6050784066
22-12-2016,859.3663,13799864747,7952522425
23-12-2016,917.0988,14728698438,5647399306
24-12-2016,891.6813,14322006704,4642138992
25-12-2016,894.3371332,14366519915,4022250326
26-12-2016,902.6063,14501002034,4809313198
27-12-2016,929.115,14928671402,4597863955
28-12-2016,977.14,15702309527,4906008702
29-12-2016,971.7213,15617018873,3796961161
30-12-2016,960.925,15445427988,4380999912
31-12-2016,966.5689709,15537921941,3381572989
01-01-2017,998.05,16045986193,3470830330
02-01-2017,1019.1988,16387926825,4444828109
03-01-2017,1035.5313,16652715383,4399421327
04-01-2017,1130.849516,18187664240,8705359110
05-01-2017,990.6675,15934886737,12102750397
06-01-2017,894.0325,14382278477,10713248032
07-01-2017,900.0788,14481153594,7496626398
08-01-2017,908.085,14611836820,4735054808
09-01-2017,901.878888,14513519375,4072687735
10-01-2017,905.7594627,14577733898,3216810929
11-01-2017,784.2775,12624083565,5258603516
12-01-2017,799.4275,12869633173,3344901198
13-01-2017,824.4988,13274790986,1860269657
14-01-2017,817.825,13169067954,1204479772
15-01-2017,821.9125,13236623006,923896735.4
16-01-2017,828.31,13341392032,831361487.5
17-01-2017,904.1525,14564800038,1316827457
18-01-2017,873.935,14079682756,1147970282
19-01-2017,896.89,14451431614,875858520.4
20-01-2017,891.4588,14366002978,613796288.1
21-01-2017,919.6775,14822821175,683491208.3
22-01-2017,918.778812,14810403902,830201798.2
23-01-2017,918.9075,14814052398,467022882.9
24-01-2017,885.7888,14281760610,378666162.6
25-01-2017,893.4738,14407365094,381951425.9
26-01-2017,915.36,14762033604,58349366.78
27-01-2017,918.2875,14811184893,49029317.21
28-01-2017,920.245,14844529150,21882209.49
29-01-2017,914.1425,14747986190,20288320.82
30-01-2017,920.9911459,14860100040,30166025.4
31-01-2017,968.2663,15624634422,101775253.2
01-02-2017,986.5728903,15922459702,92784081.55
02-02-2017,1008.403318,16276789220,93269627.17
03-02-2017,1015.4425,16392262891,138411478.2
04-02-2017,1033.63,16687723783,99014097.14
05-02-2017,1016.926159,16420090078,75284571.16
06-02-2017,1024.511089,16544150319,73413586.5
07-02-2017,1051.5,16981015238,89525304.92
08-02-2017,1055.3013,17045265644,164316931.4
09-02-2017,981.705,15858560741,333977588.2
10-02-2017,992.1113,16028562068,155061226.9
11-02-2017,1010.9463,16334579163,61189139.08
12-02-2017,1000.523769,16167938834,36448049.45
13-02-2017,996.1039359,16098583565,75754126.52
14-02-2017,1010.102162,16326912556,79285701.7
15-02-2017,1008.8813,16308969767,38397960.04
16-02-2017,1034.9038,16731535007,66797083.39
17-02-2017,1056.558091,17083619844,93994063.11
18-02-2017,1058.580931,17118312230,55001149.21
19-02-2017,1053.5025,17037979882,37478366.7
20-02-2017,1082.016823,17500458952,55971656.68
21-02-2017,1125.408815,18202277765,157173668.2
22-02-2017,1123.305,18168250822,99272532.8
23-02-2017,1185.654785,19176691563,132273779.1
24-02-2017,1180.871,19108706913,303444815.4
25-02-2017,1149.403678,18601876715,118187068.1
26-02-2017,1180.673,19110682514,89353606.54
27-02-2017,1193.129515,19314424735,87503104.9
28-02-2017,1190.331,19271383899,139855221.8
01-03-2017,1227.477149,19875003127,105587214.8
02-03-2017,1262.081,20437807787,174318244.9
03-03-2017,1289.540612,20884867166,152484577.4
04-03-2017,1268.814532,20551257964,121628868
05-03-2017,1276.233,20673857896,62090177.88
06-03-2017,1280.986,20753062038,65232264.87
07-03-2017,1233.056508,19978921138,213974224.5
08-03-2017,1149.631,18629281762,248575333.4
09-03-2017,1191.236722,19305673114,149501332.4
10-03-2017,1100.01059,17829356646,417086882.9
11-03-2017,1181.204123,19147525541,169071412.5
12-03-2017,1230.56,19950023304,104613431.4
13-03-2017,1243.264922,20158188044,131403644.1
14-03-2017,1246.556739,20214039432,86807305.13
15-03-2017,1258.457,20409261729,72763975.29
16-03-2017,1217.314541,19743578283,137592935.4
17-03-2017,1074.09387,17423426593,283988947.7
18-03-2017,961.962,15606390507,342885275
19-03-2017,1023.490101,16606689806,177388243.2
20-03-2017,1036.332012,16816818648,101975751.4
21-03-2017,1112.701532,18058074337,150015664.6
22-03-2017,1039.840173,16877645842,188848065.4
23-03-2017,1029.139414,16705852354,82048831.98
24-03-2017,940.0206266,15261293153,161801850.3
25-03-2017,965.2650627,15672767506,190451071.3
26-03-2017,954.47666,15499531724,130490540.4
27-03-2017,1042.605073,16932388063,138288339
28-03-2017,1044.722,16968792613,127643560.3
29-03-2017,1038.617198,16871375654,121169066.5
30-03-2017,1031.492906,16757840044,102438849.9
31-03-2017,1078.274711,17519577833,133287124.4
01-04-2017,1085.253,17634831647,87750426.9
02-04-2017,1098.068,,80231506.35
03-04-2017,1139.308275,18517903140,131765236
04-04-2017,1140.49759,18539058630,108222974.3
05-04-2017,1132.339905,18408732920,87439620.02
06-04-2017,1194.211,19416796070,128309277.2
07-04-2017,1189.775124,19347052264,90840184.05
08-04-2017,1182.271,19227110120,43899666.21
09-04-2017,1187.699,19316186631,41151425.52
10-04-2017,1210.515,19691023825,76050218.06
11-04-2017,1226.618,19955556307,78899688.76
12-04-2017,1218.299,19822303422,83573376.82
13-04-2017,1174.209,19106860359,131395672.1
14-04-2017,1183.687,19263144685,92892227.9
15-04-2017,1180.323,19210567707,53325277
16-04-2017,1186.31,19310204918,36294382.38
17-04-2017,1205.143,19618884440,83379623.41
18-04-2017,1217.58,19823480859,85025813.9
19-04-2017,1225.721,19958292471,71343829.94
20-04-2017,1253.904,20419371473,112476255.6
21-04-2017,1254.9875,20439557227,91517340.72
22-04-2017,1249.67,20355249795,84061246.82
23-04-2017,1247.8388,20327793188,84420564.21
24-04-2017,1249.9563,20364256791,70514448.3
25-04-2017,1263.045,20579834197,93017240.9
26-04-2017,1287.32,20977699423,121914930.8
27-04-2017,1331.3125,21697132034,134993633.4
28-04-2017,1321.205,21534600390,161417797.4
29-04-2017,1327.6863,21643161383,86320647.34
30-04-2017,1349.8863,22007601315,86247238.96
01-05-2017,1408.445,22964730936,217759983.7
02-05-2017,1442.245,23518941608,189160669.7
03-05-2017,1485.8175,24231937589,206154588.9
04-05-2017,1499.36,24455911024,335017412.6
05-05-2017,1506.0438,24567395211,324314593
06-05-2017,1547.815,25252078564,135507234.1
07-05-2017,1557.8838,25419561547,149859388.4
08-05-2017,1633.38,26655087386,276144904.9
09-05-2017,1700.1775,27748404857,383922543.3
10-05-2017,1747.3175,28521047691,288565639.4
11-05-2017,1808.7788,29527250348,313353159.7
12-05-2017,1700.7725,27767470034,248020430.2
13-05-2017,1751.73,28602793980,246696636.6
14-05-2017,1767.7088,28867391788,124978733
15-05-2017,1696.13,27702000822,231039670.3
16-05-2017,1716.315,28034610161,218205145.7
17-05-2017,1804.4513,29477763647,271656160.4
18-05-2017,1889.4088,30868475119,230137778.8
19-05-2017,1972.9013,32237082949,279848678.1
20-05-2017,2043.42,33393518555,274198303.3
21-05-2017,2053.8788,33568054937,264478153.8
22-05-2017,2109.3963,34479453631,580030832.8
23-05-2017,2292.7025,37479380943,389402023.7
24-05-2017,2448.1313,40025140034,555024432.8
25-05-2017,2366.9725,38704024228,889791512.3
26-05-2017,2262.36,36997900173,716011544
27-05-2017,2082.845,34066387967,683119789.1
28-05-2017,2219.4875,36305932628,401864331.3
29-05-2017,2286.2663,37402630788,312368211.9
30-05-2017,2167.6438,35466825282,335746190.7
31-05-2017,2329.0775,38113024210,416350458.7
01-06-2017,2436.0363,39868442922,438586633.5
02-06-2017,2514.2275,41152717324,292795886.9
03-06-2017,2562.54,41949676689,304803966.2
04-06-2017,2556.405,41854068528,254469613.9
05-06-2017,2721.5525,44563721217,334411829.5
06-06-2017,2903.4438,47547556371,1211604496
07-06-2017,2716.0588,44484425844,717931660.8
08-06-2017,2824.2038,46261410001,580940070.4
09-06-2017,2817.0638,46149913864,393210044.7
10-06-2017,2937.4538,48127389932,354694237.4
11-06-2017,3013.7138,49382412955,350197483.3
12-06-2017,2701.255,44267424095,792436484.8
13-06-2017,2736.1888,44844697933,410084483.7
14-06-2017,2503.401273,41033780986,565476421.8
15-06-2017,2444.493712,40072859209,845674827.7
16-06-2017,2513.810348,41213920650,404682134.6
17-06-2017,2683.571344,44001982614,386716359.4
18-06-2017,2577.219361,42262755912,320439362.7
19-06-2017,2620.136451,42971547871,307738404.8
20-06-2017,2777.792656,45561980142,461719561.5
21-06-2017,2717.003108,44569583132,447106675.8
22-06-2017,2724.912213,44703988751,273815444.5
23-06-2017,2737.746231,44920255723,187781433.4
24-06-2017,2618.416736,42966679004,314564252.6
25-06-2017,2606.863235,42781394179,320081172
26-06-2017,2488.194163,40837922140,540038332.5
27-06-2017,2531.348999,41550828141,518735269.2
28-06-2017,2575.43777,42279511903,351206317.8
29-06-2017,2561.681435,42057301540,239853090.8
30-06-2017,2490.753488,40897674122,210111037.8
01-07-2017,2439.82056,40066457532,207555417.5
02-07-2017,2518.545694,41365191379,226784228.6
03-07-2017,2576.714657,42326047726,304599469.9
04-07-2017,2610.997575,42894251457,274900590.6
05-07-2017,2607.219302,42836970322,238310795.5
06-07-2017,2612.670428,42931269844,175365965
07-07-2017,2509.21821,41236052947,260711000.7
08-07-2017,2563.195514,42128232902,178182801.7
09-07-2017,2519.217392,41409824820,117876420.6
10-07-2017,2363.515682,38856285255,387541497.1
11-07-2017,2353.910661,38703498121,420715282.4
12-07-2017,2387.328912,39258160521,314834432.8
13-07-2017,2364.321266,38884514157,233041527.7
14-07-2017,2228.728791,36658380772,320113442
15-07-2017,2033.291088,33447052810,463942211.4
16-07-2017,1927.099066,31704152053,480771847.6
17-07-2017,2181.286081,35890008657,495170862.9
18-07-2017,2303.889355,37911881678,729320057.5
19-07-2017,2274.621365,37434637985,577643323.8
20-07-2017,2766.825119,45540558048,1277986818
21-07-2017,2658.074912,43755767266,856653849.5
22-07-2017,2802.347887,46136314315,631346052.4
23-07-2017,2731.604007,44977531724,532874222.8
24-07-2017,2751.34707,45308735083,356970178.1
25-07-2017,2563.747895,42223997194,793382308.1
26-07-2017,2507.389685,41300436594,583046427.1
27-07-2017,2649.441201,43645402712,438390969.6
28-07-2017,2798.829313,46111586171,1248796319
29-07-2017,2720.102263,44819837646,862355190.6
30-07-2017,2740.323592,45158066502,373175816.2
31-07-2017,2871.368015,47322548226,438125892.5
01-08-2017,2737.763792,45126045891,745400937.1
02-08-2017,2697.850902,44473195323,412594211
03-08-2017,2777.367994,45788833024,339104668.2
04-08-2017,2845.897162,46925073393,368080367.5
05-08-2017,3237.070695,53382167034,1066264902
06-08-2017,3189.732453,52607099482,489419318.3
07-08-2017,3356.709738,55367416610,695546889.1
08-08-2017,3410.45008,56260701200,803019985.2
09-08-2017,3330.897825,54954274834,638922625.1
10-08-2017,3367.905387,55570438887,424604065.3
11-08-2017,3562.587663,58788973716,641330314.4
12-08-2017,3800.140625,62715286393,988460078.2
13-08-2017,4023.254522,66405071142,1549520790
14-08-2017,4175.695291,68927834713,1089626077
15-08-2017,4149.308759,68500212180,1908427436
16-08-2017,4262.558791,70376601817,1755705435
17-08-2017,4286.917435,70778773054,1774245121
18-08-2017,4097.685802,67671539511,1515069152
19-08-2017,4115.211988,67968693045,1710080500
20-08-2017,4001.228632,66092742689,551798952
21-08-2017,3935.229933,65008176479,712634899.4
22-08-2017,4008.416685,66221496791,1402352817
23-08-2017,4069.080239,67231683430,801748251
24-08-2017,4167.289177,68859869629,686855777.3
25-08-2017,4199.892032,69403950803,689332055.1
26-08-2017,4123.513371,68147140643,401970264.2
27-08-2017,4116.468739,68038485483,348607397.4
28-08-2017,4216.242773,69694649044,652038444.5
29-08-2017,4394.063436,72641940496,864725915.1
30-08-2017,4553.806527,75292523275,674336659.5
31-08-2017,4702.938163,77767841900,675647444.7
01-09-2017,4863.193049,80428274476,909131411.6
02-09-2017,4556.597777,75367266379,1475097323
03-09-2017,4632.462331,76631058146,1007165501
04-09-2017,4317.185188,71425022760,1554585274
05-09-2017,4447.875592,73598219046,1626968193
06-09-2017,4592.250278,75996461011,1060025862
07-09-2017,4584.820275,75883474995,669892692.7
08-09-2017,4285.207939,70933796921,1477975498
09-09-2017,4245.607341,70287354162,787822375.7
10-09-2017,4132.664642,68424784707,997139675.4
11-09-2017,4164.976212,68968724069,771493043.4
12-09-2017,4130.956285,68415142332,1062536774
13-09-2017,3883.652001,64328714659,1545425745
14-09-2017,3100.668155,51366093442,1950938472
15-09-2017,3587.943122,59446207725,3308099534
16-09-2017,3606.275197,59757602842,1399781741
17-09-2017,3553.432316,58889832717,846880197.9
18-09-2017,4012.285825,66500676482,1282809663
19-09-2017,3898.934732,64629619386,942656241.4
20-09-2017,3858.020951,63957210363,676074373.2
21-09-2017,3628.058588,60152757874,913652257.3
22-09-2017,3622.183039,60061814860,767837732.8
23-09-2017,3763.411406,62411285738,578068211.8
24-09-2017,3672.30508,60907151775,429544014.4
25-09-2017,3866.705153,64137374772,800311260.8
26-09-2017,3852.935205,63915425115,544391497.6
27-09-2017,4134.212415,68589320813,936452128.6
28-09-2017,4134.884951,68609525757,852500405.4
29-09-2017,4130.415246,68544241007,829225349.4
30-09-2017,4297.79117,71329258156,720251083
01-10-2017,4347.578735,72162524814,682387248.1
02-10-2017,4383.325497,72763860755,738468959
03-10-2017,4319.069212,71707074499,760685985.7
04-10-2017,4231.464187,70259971868,573368922.9
05-10-2017,4290.380404,71244448103,713160614.1
06-10-2017,4347.54724,72202651601,623863525.1
07-10-2017,4405.016201,73165830198,468192424.4
08-10-2017,4562.321931,75788890435,771225396.3
09-10-2017,4758.72165,79061044586,1128809803
10-10-2017,4769.477347,79249573591,1134289150
11-10-2017,4807.925895,79896727839,836737765.8
12-10-2017,5331.619302,88609513441,2084912155
13-10-2017,5610.493162,93253757323,3174154333
14-10-2017,5679.216222,94406037194,2311782992
15-10-2017,5684.047104,94500193338,1665374311
16-10-2017,5728.932751,95258545426,1060235880
17-10-2017,5643.859077,93855824390,1106795867
18-10-2017,5592.782224,93017336299,2100240730
19-10-2017,5696.380141,94752516352,1229468606
20-10-2017,5952.771359,99030673397,1843078157
21-10-2017,6043.966731,1.01E+11,1763987337
22-10-2017,6003.464019,99899292228,1799855390
23-10-2017,5959.983041,99188570754,2039339671
24-10-2017,5550.081585,92378194194,2240037527
25-10-2017,5704.874807,94967978387,1621897626
26-10-2017,5883.053184,97947023065,1501048614
27-10-2017,5775.516665,96164443214,1332315431
28-10-2017,5734.307454,95484533855,892992277.1
29-10-2017,6123.549771,1.02E+11,1942980853
30-10-2017,6104.388709,1.02E+11,1307795535
31-10-2017,6368.651641,1.06E+11,1800486324
01-11-2017,6714.788987,1.12E+11,2095690343
02-11-2017,7059.793861,1.18E+11,4363333286
03-11-2017,7234.738382,1.21E+11,2826731065
04-11-2017,7390.535227,1.23E+11,2043449643
05-11-2017,7416.267951,1.24E+11,1942850009
06-11-2017,7103.046081,1.18E+11,2653734035
07-11-2017,7166.741372,1.19E+11,1829995407
08-11-2017,7461.824435,1.24E+11,3478638875
09-11-2017,7186.292775,1.20E+11,2330693501
10-11-2017,6656.839694,1.11E+11,3886426126
11-11-2017,6365.397852,1.06E+11,3148369501
12-11-2017,5866.513129,97832172888,6001017947
13-11-2017,6423.091402,1.07E+11,4636291556
14-11-2017,6652.21678,1.11E+11,1824550615
15-11-2017,7297.668836,1.22E+11,2935591360
16-11-2017,7814.944404,1.30E+11,3413089663
17-11-2017,7783.542465,1.30E+11,3245859431
18-11-2017,7827.631469,1.31E+11,2227536660
19-11-2017,8011.14743,1.34E+11,1572771189
20-11-2017,8220.509966,1.37E+11,1706394366
21-11-2017,8114.13368,1.35E+11,2901936853
22-11-2017,8257.123895,1.38E+11,1528137247
23-11-2017,8117.664348,1.36E+11,1550586715
24-11-2017,8278.128436,1.38E+11,2135298893
25-11-2017,8743.159378,1.46E+11,2124257199
26-11-2017,9342.988641,1.56E+11,3493015607
27-11-2017,9831.40293,1.64E+11,3629754500
28-11-2017,10257.06742,1.71E+11,3453118782
29-11-2017,9875.892308,1.65E+11,10258439068
