Date,bitcoin,btc,cryptocurrency
04-09-2018,"1,50,937","58,597","1,26,833"
04-10-2018,"1,42,369","57,494","1,15,072"
04-11-2018,"1,29,297","59,172","1,06,732"
04-12-2018,"1,53,970","71,481","1,11,101"
4-13-2018,"1,41,251","62,749","1,01,907"
4-14-2018,"1,06,403","51,920","76,814"
4-15-2018,"1,10,308","54,782","74,075"
4-16-2018,"1,21,342","54,521","90,304"
4-17-2018,"1,25,172","57,829","1,06,720"
4-18-2018,"1,25,011","58,935","97,047"
4-19-2018,"1,24,038","57,032","91,681"
4-20-2018,"1,18,352","58,427","82,933"
4-21-2018,"1,14,573","52,086","74,575"
4-22-2018,"1,16,736","53,312","80,758"
4-23-2018,"1,54,962","59,162","1,26,561"
4-24-2018,"1,86,604","68,349","1,49,035"
4-25-2018,"1,69,683","59,367","1,45,228"
4-26-2018,"1,52,856","55,520","1,24,508"
4-27-2018,"1,33,849","52,594","1,03,992"
4-28-2018,"1,15,286","47,548","89,760"
4-29-2018,"1,11,179","46,030","86,015"
4-30-2018,"1,15,073","50,415","91,494"
05-01-2018,"1,13,333","51,734","90,789"
05-02-2018,"1,22,068","51,735","93,935"
05-03-2018,"1,28,330","58,605","88,019"
05-04-2018,"1,21,154","55,721","91,482"
05-05-2018,"1,19,488","53,392","79,539"
05-06-2018,"1,07,523","51,152","74,480"
05-07-2018,"1,28,502","57,535","80,751"
05-08-2018,"1,32,523","59,065","87,975"
05-09-2018,"1,14,220","57,352","81,242"
05-10-2018,"1,16,862","53,653","81,497"
05-11-2018,"1,16,801","57,538","84,223"
05-12-2018,"1,01,066","47,271","71,065"
5-13-2018,"1,34,416","44,584","66,544"
5-14-2018,"1,55,871","51,005","89,195"
5-15-2018,"1,59,284","50,869","94,045"
5-16-2018,"1,54,060","48,680","83,865"
5-17-2018,"1,70,757","48,759","84,503"
5-18-2018,"1,60,434","49,306","78,529"
5-19-2018,"1,29,180","48,496","70,033"
5-20-2018,"1,31,690","53,273","67,573"
5-21-2018,"1,45,704","50,974","82,502"
5-22-2018,"1,60,709","59,840","84,993"
5-23-2018,"1,61,568","61,365","84,440"
5-24-2018,"1,67,794","55,446","76,966"
5-25-2018,"1,43,833","49,534","77,493"
5-26-2018,"1,27,162","44,910","63,585"
5-27-2018,"1,26,329","46,123","61,413"
5-28-2018,"1,39,656","50,543","72,153"
5-29-2018,"1,42,695","56,126","74,349"
5-30-2018,"1,41,566","52,634","76,919"
5-31-2018,"1,34,898","51,878","81,289"
06-01-2018,"1,37,687","50,141","1,14,183"
06-02-2018,"1,25,395","50,254","95,651"
06-03-2018,"1,26,297","47,206","94,742"
06-04-2018,"1,39,987","50,112","1,10,065"
06-05-2018,"1,40,263","47,704","1,12,888"
06-06-2018,"1,40,837","49,271","1,14,472"
06-07-2018,"1,38,371","49,522","1,13,016"
06-08-2018,"1,36,803","47,772","1,11,934"
06-09-2018,"1,28,357","42,131","95,999"
06-10-2018,"1,30,089","49,471","86,676"
06-11-2018,"1,56,805","50,834","1,15,043"
06-12-2018,"1,49,215","51,174","1,51,255"
6-13-2018,"1,62,729","56,846","1,13,974"
6-14-2018,"1,48,364","50,848","1,02,693"
6-15-2018,"1,26,188","43,770","1,01,794"
6-16-2018,"1,17,264","40,552","79,889"
6-17-2018,"1,14,695","40,941","77,328"
6-18-2018,"1,41,762","50,193","95,426"
6-19-2018,"1,38,919","47,044","1,05,599"
6-20-2018,"1,36,966","49,812","1,21,108"
6-21-2018,"1,38,708","52,201","1,13,772"
6-22-2018,"1,44,675","55,014","1,07,939"
6-23-2018,"1,21,983","42,967","91,356"
6-24-2018,"1,17,121","48,231","83,895"
6-25-2018,"1,33,661","50,916","99,069"
6-26-2018,"1,33,433","45,430","1,09,194"
6-27-2018,"1,26,245","44,465","1,10,974"
6-28-2018,"1,32,921","46,019","1,07,054"
6-29-2018,"1,38,907","49,498","1,02,262"
6-30-2018,"1,23,083","44,366","87,093"
07-01-2018,"1,10,723","39,228","81,771"
07-02-2018,"1,33,350","46,677","98,116"
07-03-2018,"1,34,317","46,221","1,03,173"
07-04-2018,"1,32,816","44,754","1,03,560"
07-05-2018,"1,33,182","43,746","1,02,177"
07-06-2018,"1,31,577","42,221","1,02,179"
07-07-2018,"1,10,671","36,550","84,361"
07-08-2018,"1,03,715","41,012","81,830"
07-09-2018,"1,22,700","42,921","1,01,170"
07-10-2018,"1,27,705","43,310","99,516"
07-11-2018,"1,33,310","42,218","1,02,828"
07-12-2018,"1,33,262","47,389","1,05,437"
7-13-2018,"1,39,417","47,078","64,886"
7-14-2018,"1,14,371","36,846","51,962"
7-15-2018,"1,02,308","35,748","49,566"
7-16-2018,"1,34,623","48,664","64,319"
7-17-2018,"1,42,790","62,184","71,902"
7-18-2018,"1,59,411","67,542","71,987"
7-19-2018,"1,41,844","53,003","66,839"
7-20-2018,"1,31,260","51,323","63,912"
7-21-2018,"1,13,288","40,256","55,883"
7-22-2018,"1,11,941","40,978","56,071"
7-23-2018,"1,30,089","55,699","76,327"
7-24-2018,"1,58,784","68,310","72,727"
7-25-2018,"1,46,208","57,006","74,151"
7-26-2018,"1,48,433","55,874","76,494"
7-27-2018,"1,46,984","53,078","81,367"
7-28-2018,"1,18,511","47,861","66,526"
7-29-2018,"1,16,694","46,291","61,526"
7-30-2018,"1,36,915","52,758","71,905"
7-31-2018,"1,32,430","53,614","73,097"
08-01-2018,"1,35,751","51,409","70,944"
08-02-2018,"1,30,937","51,285","70,154"
08-03-2018,"1,37,913","54,306","70,861"
08-04-2018,"1,13,185","46,271","56,756"
08-05-2018,"1,01,335","43,283","54,850"
08-06-2018,"1,21,548","47,948","68,911"
08-07-2018,"1,19,915","54,053","68,627"
08-08-2018,"1,24,890","56,001","65,291"
08-09-2018,"1,19,663","50,919","62,834"
08-10-2018,"1,23,600","48,380","62,227"
08-11-2018,"1,11,771","45,189","53,966"
08-12-2018,"1,05,393","41,481","78,568"
8-13-2018,"1,27,266","47,997","96,617"
8-14-2018,"1,07,742","51,735","92,695"
8-15-2018,"99,118","46,256","95,233"
8-16-2018,"91,255","43,989","94,341"
8-17-2018,"1,02,566","46,455","94,599"
8-18-2018,"85,629","39,858","85,339"
8-19-2018,"80,479","42,710","77,759"
8-20-2018,"97,403","49,959","94,786"
8-21-2018,"97,889","47,708","88,785"
8-22-2018,"97,119","52,581","84,302"
8-23-2018,"1,02,135","51,579","92,668"
8-24-2018,"90,876","50,068","91,272"
8-25-2018,"79,619","46,078","79,553"
8-26-2018,"71,997","40,979","72,850"
8-27-2018,"90,736","47,776","88,278"
8-28-2018,"95,520","54,454","93,341"
8-29-2018,"94,923","51,079","96,593"
8-30-2018,"96,652","51,197","95,756"
8-31-2018,"90,828","46,991","89,786"
09-01-2018,"79,120","44,479","76,646"
09-02-2018,"78,307","45,329","71,398"
09-03-2018,"95,414","51,790","82,400"
09-04-2018,"97,027","52,679","82,970"
09-05-2018,"1,01,061","66,964","84,073"
09-06-2018,"1,05,727","55,358","85,680"
09-07-2018,"89,960","47,291","75,391"
09-08-2018,"74,570","42,845","69,519"
09-09-2018,"73,626","43,677","65,280"
09-10-2018,"88,357","46,008","82,151"
09-11-2018,"88,793","46,991","87,076"
09-12-2018,"87,074","47,242","78,330"
9-13-2018,"1,08,220","49,785","77,396"
9-14-2018,"98,913","45,131","72,233"
9-15-2018,"88,802","40,542","66,087"
9-16-2018,"88,699","40,587","60,365"
9-17-2018,"1,01,909","49,143","74,395"
9-18-2018,"97,357","47,437","73,321"
9-19-2018,"1,03,119","48,456","74,928"
9-20-2018,"1,04,142","48,402","78,622"
9-21-2018,"1,08,102","52,784","76,404"
9-22-2018,"87,392","42,116","60,379"
9-23-2018,"86,807","41,955","57,134"
9-24-2018,"98,460","47,442","70,674"
9-25-2018,"1,09,662","53,313","82,486"
9-26-2018,"1,05,425","49,946","83,759"
9-27-2018,"99,422","47,382","76,074"
9-28-2018,"98,232","45,818","70,668"
9-29-2018,"82,905","39,309","66,406"
9-30-2018,"80,900","40,233","58,708"
10-01-2018,"98,226","43,589","70,936"
10-02-2018,"95,066","43,230","75,109"
10-03-2018,"1,01,001","44,559","76,853"
10-04-2018,"1,00,136","45,413","73,432"
10-05-2018,"1,01,672","43,984","69,451"
10-06-2018,"89,831","39,323","60,809"
10-07-2018,"83,957","35,990","49,301"
10-08-2018,"1,07,277","45,434","60,315"
10-09-2018,"1,11,609","50,181","65,774"
10-10-2018,"1,10,141","50,466","65,851"
10-11-2018,"1,15,152","56,480","66,326"
10-12-2018,"97,954","46,598","60,880"
10-13-2018,"73,808","39,863","51,136"
10-14-2018,"75,619","42,826","49,244"
10-15-2018,"1,06,443","64,093","67,979"
10-16-2018,"94,942","51,415","66,489"
10-17-2018,"88,260","47,640","63,855"
10-18-2018,"86,783","44,977","66,795"
10-19-2018,"78,223","43,253","63,156"
10-20-2018,"69,768","39,218","55,118"
10-21-2018,"69,901","36,986","46,225"
10-22-2018,"86,929","41,673","54,812"
10-23-2018,"1,01,567","44,798","58,739"
10-24-2018,"85,444","45,771","58,161"
10-25-2018,"83,418","42,892","59,171"
10-26-2018,"83,496","43,063","57,820"
10-27-2018,"71,120","42,666","48,003"
10-28-2018,"66,967","39,864","45,255"
10-29-2018,"86,448","46,842","58,692"
10-30-2018,"89,462","45,283","61,135"
10-31-2018,"1,12,677","47,661","57,564"
11-01-2018,"98,240","41,927","53,435"
11-02-2018,"86,409","44,394","53,780"
11-03-2018,"68,689","38,053","46,455"
11-04-2018,"69,352","37,667","43,962"
11-05-2018,"84,955","42,620","53,404"
11-06-2018,"92,955","45,634","56,855"
11-07-2018,"86,709","45,395","55,881"
11-08-2018,"87,532","41,516","53,777"
11-09-2018,"85,465","39,636","52,605"
11-10-2018,"67,943","35,706","47,334"
11-11-2018,"66,077","36,460","42,802"
11-12-2018,"80,747","41,473","52,989"
11-13-2018,"85,093","40,763","57,198"
11-14-2018,"99,050","57,679","51,612"
11-15-2018,"1,03,547","59,507","50,371"
11-16-2018,"91,443","48,699","48,211"
11-17-2018,"73,660","41,491","41,912"
11-18-2018,"72,322","41,405","41,174"
11-19-2018,"1,09,699","62,189","51,195"
11-20-2018,"1,22,830","69,074","52,771"
11-21-2018,"1,09,591","54,773","50,604"
11-22-2018,"93,389","48,378","51,316"
11-23-2018,"92,271","46,518","57,671"
11-24-2018,"82,698","45,415","51,244"
11-25-2018,"1,02,339","55,221","44,185"
11-26-2018,"1,09,437","50,786","53,289"
11-27-2018,"1,05,701","50,476","54,622"
11-28-2018,"99,865","55,240","55,261"
11-29-2018,"90,523","46,337","53,119"
11-30-2018,"85,209","42,846","52,079"
12-01-2018,"73,939","38,688","40,096"
12-02-2018,"68,509","35,435","37,848"
12-03-2018,"84,852","42,649","44,588"
12-04-2018,"79,962","44,071","41,235"
12-05-2018,"77,784","45,775","41,010"
12-06-2018,"79,505","44,387","40,200"
12-07-2018,"88,872","48,763","43,536"
12-08-2018,"73,090","36,299","37,105"
12-09-2018,"67,923","35,698","34,631"
12-10-2018,"71,160","40,821","42,284"
12-11-2018,"74,216","39,549","41,536"
12-12-2018,"72,993","37,227","42,110"
12-13-2018,"79,485","43,501","42,705"
12-14-2018,"83,951","46,385","40,104"
12-15-2018,"65,103","45,329","34,159"
12-16-2018,"63,734","41,526","33,041"
12-17-2018,"90,215","60,601","40,632"
12-18-2018,"85,472","56,053","38,746"
12-19-2018,"86,060","56,969","41,200"
12-20-2018,"82,377","60,803","42,020"
12-21-2018,"75,674","50,988","43,809"
12-22-2018,"64,464","40,834","37,443"
12-23-2018,"64,667","39,439","37,597"
12-24-2018,"71,531","42,352","36,941"
12-25-2018,"62,084","36,291","30,202"
12-26-2018,"75,460","43,087","37,076"
12-27-2018,"77,249","39,800","41,353"
12-28-2018,"76,073","48,071","35,507"
12-29-2018,"74,140","46,038","34,285"
12-30-2018,"67,091","39,556","32,822"
12-31-2018,"74,168","44,948","32,127"
01-01-2019,"62,883","37,635","28,846"
01-02-2019,"79,671","44,694","36,829"
01-03-2019,"83,213","43,051","39,024"
01-04-2019,"65,702","37,844","36,966"
01-05-2019,"53,148","36,079","35,242"
01-06-2019,"52,004","38,174","31,310"
01-07-2019,"64,782","41,206","38,491"
01-08-2019,"63,218","45,657","39,055"
01-09-2019,"63,874","46,751","38,667"
01-10-2019,"65,005","52,594","36,022"
01-11-2019,"60,984","46,631","35,565"
01-12-2019,"50,037","38,445","29,793"
1-13-2019,"47,250","38,057","29,740"
1-14-2019,"57,828","45,193","34,533"
1-15-2019,"56,547","39,179","37,989"
1-16-2019,"68,371","45,298","41,865"
1-17-2019,"79,628","44,149","41,694"
1-18-2019,"57,903","39,616","40,193"
1-19-2019,"49,857","37,351","36,152"
1-20-2019,"50,768","37,217","34,956"
1-21-2019,"58,520","50,202","38,470"
1-22-2019,"57,650","47,692","40,967"
1-23-2019,"61,712","51,320","39,050"
1-24-2019,"59,395","52,218","40,575"
1-25-2019,"57,115","50,686","41,620"
1-26-2019,"47,971","41,180","38,008"
1-27-2019,"44,292","41,012","33,508"
1-28-2019,"56,135","55,396","44,360"
1-29-2019,"57,098","50,169","44,948"
1-30-2019,"57,503","43,882","33,496"
1-31-2019,"61,169","55,209","35,563"
02-01-2019,"57,243","50,525","33,175"
02-02-2019,"53,153","43,073","26,692"
02-03-2019,"51,334","44,271","24,818"
02-04-2019,"62,470","62,224","33,214"
02-05-2019,"65,140","48,722","42,647"
02-06-2019,"75,136","46,263","37,032"
02-07-2019,"70,306","55,504","31,861"
02-08-2019,"73,097","43,885","35,398"
02-09-2019,"60,339","37,055","29,628"
02-10-2019,"55,083","34,450","26,962"
02-11-2019,"60,740","49,476","31,864"
02-12-2019,"63,246","39,111","31,397"
2-13-2019,"66,626","56,275","30,551"
2-14-2019,"69,842","47,157","43,394"
2-15-2019,"63,552","45,828","36,679"
2-16-2019,"52,843","38,298","27,288"
2-17-2019,"52,256","32,358","25,515"
2-18-2019,"67,862","49,231","32,989"
2-19-2019,"72,885","55,784","34,733"
2-20-2019,"77,228","41,187","38,949"
2-21-2019,"68,696","44,225","35,761"
2-22-2019,"67,701","38,561","31,859"
2-23-2019,"61,917","47,867","25,112"
2-24-2019,"63,359","64,142","24,411"
2-25-2019,"70,083","52,697","31,913"
2-26-2019,"68,490","43,919","34,404"
2-27-2019,"68,389","47,748","34,454"
2-28-2019,"65,209","43,778","38,426"
03-01-2019,"66,912","43,329","37,672"
03-02-2019,"59,880","36,003","29,422"
03-03-2019,"55,490","37,138","26,694"
03-04-2019,"66,788","40,164","31,285"
03-05-2019,"70,140","38,910","34,224"
03-06-2019,"65,249","36,087","34,667"
03-07-2019,"68,330","49,237","34,304"
03-08-2019,"60,237","40,493","35,238"
03-09-2019,"57,435","38,624","32,739"
03-10-2019,"56,373","38,227","28,328"
03-11-2019,"62,382","49,327","33,396"
03-12-2019,"64,156","45,348","35,281"
3-13-2019,"54,412","41,807","29,352"
3-14-2019,"56,440","50,111","29,721"
3-15-2019,"59,788","37,107","27,707"
3-16-2019,"51,976","44,499","23,575"
3-17-2019,"48,137","42,418","23,118"
3-18-2019,"65,399","55,295","30,932"
3-19-2019,"64,272","49,437","31,134"
3-20-2019,"66,201","45,222","30,838"
3-21-2019,"67,073","56,611","32,123"
3-22-2019,"59,987","47,435","28,539"
3-23-2019,"52,682","34,052","25,516"
3-24-2019,"48,070","30,962","23,397"
3-25-2019,"54,700","43,900","28,248"
3-26-2019,"55,510","40,044","30,119"
3-27-2019,"56,194","47,326","30,784"
3-28-2019,"59,228","46,357","30,494"
3-29-2019,"60,672","46,418","29,737"
3-30-2019,"53,974","41,990","26,063"
3-31-2019,"44,662","37,879","23,466"
04-01-2019,"58,039","49,792","29,757"
04-02-2019,"1,01,113","78,251","36,249"
04-03-2019,"95,209","72,121","32,339"
04-04-2019,"73,993","55,909","30,400"
04-05-2019,"69,622","62,332","29,057"
04-06-2019,"62,114","44,818","24,841"
04-07-2019,"59,695","49,747","23,991"
04-08-2019,"69,963","52,703","30,977"
04-09-2019,"74,955","44,726","37,543"
04-10-2019,"67,184","57,085","33,481"
04-11-2019,"66,848","56,101","31,598"
04-12-2019,"64,552","42,277","29,558"
4-13-2019,"57,815","42,833","26,630"
4-14-2019,"55,807","42,933","26,171"
4-15-2019,"74,687","56,685","34,612"
4-16-2019,"72,451","56,122","36,839"
4-17-2019,"69,458","39,284","34,300"
4-18-2019,"65,344","37,684","35,347"
4-19-2019,"63,908","37,371","37,064"
4-20-2019,"57,803","34,151","30,762"
4-21-2019,"57,181","33,831","28,935"
4-22-2019,"66,220","45,141","33,601"
4-23-2019,"80,790","55,430","38,549"
4-24-2019,"73,736","54,560","36,317"
4-25-2019,"71,877","54,132","40,703"
4-26-2019,"66,024","43,798","37,293"
4-27-2019,"56,805","34,728","32,264"
4-28-2019,"56,451","33,978","32,832"
4-29-2019,"61,293","37,489","35,893"
4-30-2019,"70,114","38,259","37,259"
05-01-2019,"67,723","38,078","33,030"
05-02-2019,"72,530","48,019","33,582"
05-03-2019,"78,879","48,051","34,627"
05-04-2019,"63,279","41,690","29,864"
05-05-2019,"55,676","38,770","25,362"
05-06-2019,"69,505","45,980","33,913"
05-07-2019,"76,257","47,800","32,524"
05-08-2019,"91,146","66,611","35,394"
05-09-2019,"85,186","59,773","32,448"
05-10-2019,"84,749","60,146","32,039"
05-11-2019,"92,212","69,833","29,392"
05-12-2019,"86,372","63,026","26,643"
5-13-2019,"1,29,358","71,684","34,476"
5-14-2019,"1,23,497","75,841","36,867"
5-15-2019,"1,00,931","66,172","34,744"
5-16-2019,"97,509","67,493","32,124"
5-17-2019,"84,414","61,473","28,996"
5-18-2019,"67,532","44,438","26,360"
5-19-2019,"75,340","50,756","23,646"
5-20-2019,"85,127","65,587","29,722"
5-21-2019,"88,352","61,850","32,497"
5-22-2019,"88,889","57,094","30,173"
5-23-2019,"81,059","49,867","31,321"
5-24-2019,"80,711","47,937","35,493"
5-25-2019,"66,982","42,022","27,159"
5-26-2019,"68,886","57,400","23,895"
5-27-2019,"88,616","56,598","31,188"
5-28-2019,"81,885","63,618","32,387"
5-29-2019,"80,464","60,876","30,928"
5-30-2019,"85,348","66,234","32,741"
5-31-2019,"74,836","59,762","29,997"
06-01-2019,"58,634","47,654","23,790"
06-02-2019,"58,745","42,971","23,417"
06-03-2019,"67,643","63,175","31,359"
06-04-2019,"69,175","59,614","29,360"
06-05-2019,"64,806","45,373","29,045"
06-06-2019,"61,689","45,658","34,121"
06-07-2019,"62,872","57,054","32,383"
06-08-2019,"53,338","48,743","24,799"
06-09-2019,"51,613","44,261","23,750"
06-10-2019,"60,470","52,758","31,094"
06-11-2019,"58,280","41,466","30,975"
06-12-2019,"59,598","58,065","35,596"
6-13-2019,"65,451","43,207","37,631"
6-14-2019,"65,314","44,376","47,096"
6-15-2019,"58,692","42,550","35,701"
6-16-2019,"75,534","59,731","32,817"
6-17-2019,"92,378","65,211","39,297"
6-18-2019,"91,401","59,003","83,956"
6-19-2019,"77,508","59,647","60,250"
6-20-2019,"74,989","59,901","42,478"
6-21-2019,"92,734","62,783","37,883"
6-22-2019,"1,36,105","86,689","31,256"
6-23-2019,"83,364","53,428","29,047"
6-24-2019,"89,551","63,517","33,136"
6-25-2019,"99,387","85,391","34,121"
6-26-2019,"1,53,423","1,17,191","33,751"
6-27-2019,"1,10,451","85,309","31,437"
6-28-2019,"91,650","68,233","28,679"
6-29-2019,"69,031","59,607","24,098"
6-30-2019,"62,141","55,921","22,948"
07-01-2019,"77,185","68,891","28,962"
07-02-2019,"84,381","76,793","30,700"
07-03-2019,"87,896","63,442","33,398"
07-04-2019,"74,644","50,576","32,431"
07-05-2019,"68,779","63,728","31,757"
07-06-2019,"57,773","48,166","26,602"
07-07-2019,"58,807","44,916","26,148"
07-08-2019,"75,917","66,431","34,956"
07-09-2019,"80,650","71,495","32,117"
07-10-2019,"92,998","73,658","33,064"
07-11-2019,"74,719","60,185","32,060"
07-12-2019,"1,35,874","64,261","41,402"
7-13-2019,"82,534","47,840","33,222"
7-14-2019,"74,287","55,144","23,859"
7-15-2019,"85,443","55,385","33,151"
7-16-2019,"87,432","56,042","35,577"
7-17-2019,"89,755","57,014","35,913"
7-18-2019,"88,301","70,502","34,598"
7-19-2019,"83,034","68,159","35,174"
7-20-2019,"66,658","56,883","28,179"
7-21-2019,"63,516","51,909","28,397"
7-22-2019,"78,912","62,461","35,411"
7-23-2019,"72,627","56,669","37,209"
7-24-2019,"80,060","59,750","34,470"
7-25-2019,"79,646","47,642","32,619"
7-26-2019,"1,07,211","80,351","31,824"
7-27-2019,"67,226","55,612","26,946"
7-28-2019,"55,371","42,438","25,920"
7-29-2019,"68,462","58,932","33,289"
7-30-2019,"70,848","62,543","35,989"
7-31-2019,"76,115","67,035","32,881"
08-01-2019,"75,955","67,666","30,540"
08-02-2019,"74,034","60,915","28,510"
08-03-2019,"58,999","50,586","21,711"
08-04-2019,"57,704","53,614","18,955"
08-05-2019,"86,000","61,101","28,248"
08-06-2019,"80,430","71,402","29,987"
08-07-2019,"78,486","56,827","28,277"
08-08-2019,"68,726","47,476","25,681"
08-09-2019,"70,137","47,491","25,128"
08-10-2019,"1,61,836","43,536","22,848"
08-11-2019,"99,548","39,227","20,812"
08-12-2019,"1,08,694","44,339","27,624"
8-13-2019,"93,401","56,040","30,131"
8-14-2019,"81,167","58,035","29,542"
8-15-2019,"74,703","57,895","29,037"
8-16-2019,"71,163","53,675","28,021"
8-17-2019,"1,67,872","54,850","22,754"
8-18-2019,"84,895","59,317","22,095"
8-19-2019,"77,467","67,420","29,413"
8-20-2019,"73,268","54,096","28,582"
8-21-2019,"72,046","70,620","29,898"
8-22-2019,"68,947","55,557","27,685"
8-23-2019,"70,335","53,914","29,782"
8-24-2019,"59,181","55,937","24,993"
8-25-2019,"51,794","49,533","24,726"
8-26-2019,"63,222","71,127","28,858"
8-27-2019,"70,460","69,133","32,538"
8-28-2019,"69,789","71,169","33,412"
8-29-2019,"65,777","61,682","34,404"
8-30-2019,"62,645","45,383","30,331"
8-31-2019,"53,259","42,527","25,172"
09-01-2019,"54,424","49,764","24,852"
09-02-2019,"66,146","67,142","27,155"
09-03-2019,"76,093","81,061","28,558"
09-04-2019,"66,379","60,861","27,849"
09-05-2019,"62,169","59,610","30,135"
09-06-2019,"74,696","69,423","28,566"
09-07-2019,"55,023","54,025","21,850"
09-08-2019,"52,798","61,396","22,020"
09-09-2019,"65,130","39,341","25,483"
09-10-2019,"65,632","38,889","28,864"
09-11-2019,"63,106","40,398","27,668"
09-12-2019,"64,392","57,166","29,547"
9-13-2019,"58,624","53,926","28,031"
9-14-2019,"51,023","33,704","24,219"
9-15-2019,"51,115","31,146","22,596"
9-16-2019,"72,999","38,135","28,695"
9-17-2019,"64,718","56,965","29,086"
9-18-2019,"69,571","54,710","30,588"
9-19-2019,"67,430","56,801","30,768"
9-20-2019,"62,998","54,174","26,240"
9-21-2019,"52,430","36,327","24,514"
9-22-2019,"50,766","38,887","23,389"
9-23-2019,"75,000","60,682","29,635"
9-24-2019,"77,597","68,507","29,107"
9-25-2019,"79,972","49,766","28,684"
9-26-2019,"69,778","49,905","28,548"
9-27-2019,"66,532","46,646","30,177"
9-28-2019,"1,32,260","37,575","25,471"
9-29-2019,"71,721","30,644","26,688"
9-30-2019,"61,582","35,086","28,026"
10-01-2019,"65,422","34,462","28,052"
10-02-2019,"58,022","29,990","21,494"
10-03-2019,"59,864","39,759","22,377"
10-04-2019,"55,718","43,862","24,324"
10-05-2019,"48,416","28,297","21,713"
10-06-2019,"52,156","33,447","18,438"
10-07-2019,"59,749","39,323","22,884"
10-08-2019,"58,828","36,221","23,892"
10-09-2019,"64,591","42,318","27,819"
10-10-2019,"64,368","34,233","24,738"
10-11-2019,"61,812","35,069","26,482"
10-12-2019,"49,081","30,319","22,925"
10-13-2019,"48,894","28,858","18,865"
10-14-2019,"55,689","32,401","21,972"
10-15-2019,"61,491","34,167","24,650"
10-16-2019,"76,853","33,490","23,392"
10-17-2019,"72,739","33,637","23,166"
10-18-2019,"65,373","34,501","23,339"
10-19-2019,"58,044","37,192","20,126"
10-20-2019,"51,902","30,537","18,585"
10-21-2019,"60,245","32,106","22,447"
10-22-2019,"64,693","33,143","24,051"
10-23-2019,"71,539","41,374","30,115"
10-24-2019,"69,666","40,923","24,086"
10-25-2019,"72,654","45,025","22,488"
10-26-2019,"82,291","58,992","20,252"
10-27-2019,"55,497","40,563","17,523"
10-28-2019,"65,590","38,638","21,832"
10-29-2019,"64,723","38,268","22,971"
10-30-2019,"63,967","35,196","22,188"
10-31-2019,"71,554","37,225","22,989"
11-01-2019,"62,832","35,622","22,149"
11-02-2019,"53,554","30,073","19,035"
11-03-2019,"48,832","28,946","19,210"
11-04-2019,"63,367","35,838","22,521"
11-05-2019,"63,173","34,532","23,919"
11-06-2019,"64,131","33,615","27,532"
11-07-2019,"60,342","32,077","23,198"
11-08-2019,"62,261","35,169","22,578"
11-09-2019,"50,901","36,762","17,953"
11-10-2019,"49,793","34,400","16,966"
11-11-2019,"64,711","41,744","23,309"
11-12-2019,"62,150","39,544","24,216"
11-13-2019,"59,756","36,494","24,209"
11-14-2019,"63,306","37,016","24,514"
11-15-2019,"60,298","37,057","25,536"
11-16-2019,"50,348","29,107","22,555"
11-17-2019,"48,039","30,987","19,134"
11-18-2019,"59,917","38,642","22,342"
11-19-2019,"65,843","38,993","23,986"
11-20-2019,"66,341","38,985","26,440"
11-21-2019,"70,007","47,610","25,347"
11-22-2019,"72,469","47,854","24,631"
11-23-2019,"52,298","35,525","18,364"
11-24-2019,"52,293","36,024","17,665"
11-25-2019,"71,867","47,639","23,009"
11-26-2019,"74,560","45,629","28,351"
11-27-2019,"68,838","40,640","28,492"
11-28-2019,"60,399","34,807","21,635"
11-29-2019,"59,709","33,942","23,623"
11-30-2019,"49,267","29,818","20,780"
12-01-2019,"46,794","29,823","19,155"
12-02-2019,"56,564","36,840","22,247"
12-03-2019,"57,634","36,394","23,296"
12-04-2019,"64,853","47,544","22,678"
12-05-2019,"66,353","44,017","23,256"
12-06-2019,"58,985","44,352","21,990"
12-07-2019,"51,523","37,686","18,699"
12-08-2019,"50,272","37,828","17,816"
12-09-2019,"61,965","44,286","21,953"
12-10-2019,"57,435","44,297","24,465"
12-11-2019,"58,243","45,419","26,626"
12-12-2019,"58,696","44,047","26,630"
12-13-2019,"57,286","42,043","24,346"
12-14-2019,"55,302","35,624","23,872"
12-15-2019,"49,757","34,244","20,840"
12-16-2019,"63,810","43,422","26,042"
12-17-2019,"68,349","50,553","28,035"
12-18-2019,"68,656","55,200","29,333"
12-19-2019,"74,862","49,038","32,681"
12-20-2019,"65,611","46,416","32,733"
12-21-2019,"54,678","40,767","24,608"
12-22-2019,"50,971","39,562","20,857"
12-23-2019,"61,399","47,188","24,543"
12-24-2019,"57,375","47,047","24,901"
12-25-2019,"52,188","43,079","22,118"
12-26-2019,"58,640","45,899","22,440"
12-27-2019,"57,924","46,772","22,295"
12-28-2019,"53,084","45,975","20,259"
12-29-2019,"51,900","42,874","18,703"
12-30-2019,"56,903","49,876","24,134"
12-31-2019,"55,094","47,510","20,136"
01-01-2020,"52,233","39,834","17,672"
01-02-2020,"59,824","42,817","16,457"
01-03-2020,"65,876","48,473","19,554"
01-04-2020,"54,096","42,998","17,263"
01-05-2020,"51,622","41,652","16,676"
01-06-2020,"58,289","50,639","19,001"
01-07-2020,"70,482","56,579","19,540"
01-08-2020,"68,173","61,114","22,618"
01-09-2020,"65,729","46,170","21,841"
01-10-2020,"73,437","42,994","17,903"
01-11-2020,"56,884","38,915","15,537"
01-12-2020,"48,597","34,960","14,401"
1-13-2020,"54,028","39,972","16,738"
1-14-2020,"72,387","60,125","20,853"
