Date,bitcoin,btc,cryptocurrency
5-18-2016,"36,813","8,959",0
5-19-2016,"30,925","9,111",0
5-20-2016,"32,993","8,712",0
5-21-2016,"28,002","7,504",0
5-22-2016,"30,877","8,170",0
5-23-2016,"34,455","8,236",0
5-24-2016,"38,165","9,044",0
5-25-2016,"38,755","9,611",0
5-26-2016,"35,497","9,288",0
5-27-2016,"34,366","10,393",0
5-28-2016,"28,982","9,393",0
5-29-2016,"29,583","10,055",0
5-30-2016,"37,727","10,711",0
5-31-2016,"36,744","10,699",0
06-01-2016,"33,742","9,786",0
06-02-2016,"36,723","9,565",0
06-03-2016,"35,258","9,309",0
06-04-2016,"30,418","8,354",0
06-05-2016,"30,834","8,060",0
06-06-2016,"34,459","8,692",0
06-07-2016,"42,501","8,978",0
06-08-2016,"39,369","8,590",0
06-09-2016,"40,935","8,611",0
06-10-2016,"40,202","8,621",0
06-11-2016,"36,069","8,453",0
06-12-2016,"41,322","9,498",0
6-13-2016,"47,818","9,913",0
6-14-2016,"44,530","9,257",0
6-15-2016,"43,568","8,725",0
6-16-2016,"47,961","9,739",0
6-17-2016,"41,577","9,887",0
6-18-2016,"37,551","8,265",0
6-19-2016,"41,562","9,204",0
6-20-2016,"51,600","8,620",0
6-21-2016,"40,067","9,721",0
6-22-2016,"40,185","9,294",0
6-23-2016,"39,536","9,307",0
6-24-2016,"49,356","9,639",0
6-25-2016,"34,248","8,435",0
6-26-2016,"36,999","8,604",0
6-27-2016,"35,597","8,707",0
6-28-2016,"35,295","8,832",0
6-29-2016,"35,132","8,963",0
6-30-2016,"35,069","9,305",0
07-01-2016,"32,241","9,473",0
07-02-2016,"29,096","8,430",0
07-03-2016,"36,565","8,175",0
07-04-2016,"33,110","10,070",0
07-05-2016,"46,615","9,205",0
07-06-2016,"43,014","8,293",0
07-07-2016,"44,034","8,281",0
07-08-2016,"39,456","7,368",0
07-09-2016,"35,881","7,225",0
07-10-2016,"27,377","6,335",0
07-11-2016,"36,916","6,519",0
07-12-2016,"29,761","6,676",0
7-13-2016,"30,295","6,912",0
7-14-2016,"29,614","6,514",0
7-15-2016,"29,641","6,605",0
7-16-2016,"24,089","5,851",0
7-17-2016,"23,769","6,083",0
7-18-2016,"28,875","6,311",0
7-19-2016,"33,897","6,524",0
7-20-2016,"28,847","6,565",0
7-21-2016,"27,845","6,331",0
7-22-2016,"26,525","6,602",0
7-23-2016,"22,698","5,994",0
7-24-2016,"23,434","6,248",0
7-25-2016,"31,121","6,570",0
7-26-2016,"35,212","6,573",0
7-27-2016,"33,192","6,372",0
7-28-2016,"37,446","6,548",0
7-29-2016,"29,945","5,926",0
7-30-2016,"22,868","5,629",0
7-31-2016,"23,568","5,764",0
08-01-2016,"29,138","6,768",0
08-02-2016,"35,900","8,216",0
08-03-2016,"63,071","8,363",0
08-04-2016,"38,080","6,996",0
08-05-2016,"36,028","6,697",0
08-06-2016,"27,503","5,720",0
08-07-2016,"28,681","5,683",0
08-08-2016,"36,497","6,347",0
08-09-2016,"33,808","7,256",0
08-10-2016,"36,635","9,321",0
08-11-2016,"32,318","6,673",0
08-12-2016,"42,265","6,348",0
8-13-2016,"36,029","5,520",0
8-14-2016,"43,794","5,943",0
8-15-2016,"46,120","8,751",0
8-16-2016,"40,159","9,828",0
8-17-2016,"34,758","7,262",0
8-18-2016,"35,117","5,979",0
8-19-2016,"36,053","5,598",0
8-20-2016,"29,065","5,156",0
8-21-2016,"28,906","5,317",0
8-22-2016,"49,984","6,023",0
8-23-2016,"38,592","5,095",0
8-24-2016,"34,372","7,566",0
8-25-2016,"33,875","8,374",0
8-26-2016,"36,060","6,614",0
8-27-2016,"39,809","5,207",0
8-28-2016,"32,374","5,330",0
8-29-2016,"40,908","5,495",0
8-30-2016,"32,171","5,303",0
8-31-2016,"33,015","5,295",0
09-01-2016,"33,481","5,313",0
09-02-2016,"35,902","5,801",0
09-03-2016,"27,746","5,570",0
09-04-2016,"28,939","5,943",0
09-05-2016,"33,915","6,111",0
09-06-2016,"36,705","5,507",0
09-07-2016,"36,433","6,218",0
09-08-2016,"38,007","5,719",0
09-09-2016,"40,183","5,479",0
09-10-2016,"32,450","5,195",0
09-11-2016,"28,712","7,411",0
09-12-2016,"33,505","6,192",0
9-13-2016,"36,742","5,772",0
9-14-2016,"35,963","5,653",0
9-15-2016,"39,232","5,521",0
9-16-2016,"33,096","5,425",0
9-17-2016,"29,474","4,859",0
9-18-2016,"29,549","4,926",0
9-19-2016,"31,741","7,572",0
9-20-2016,"37,260","9,047",0
9-21-2016,"32,837","8,846",0
9-22-2016,"35,334","6,626",0
9-23-2016,"30,509","7,116",0
9-24-2016,"25,974","6,479",0
9-25-2016,"29,480","7,649",0
9-26-2016,"35,848","10,387",0
9-27-2016,"32,888","11,155",0
9-28-2016,"33,216","12,140",0
9-29-2016,"34,408","13,999",0
9-30-2016,"29,039","12,046",0
10-01-2016,"27,564","9,002",0
10-02-2016,"26,914","7,551",0
10-03-2016,"31,900","7,712",0
10-04-2016,"31,733","7,328",0
10-05-2016,"31,372","6,720",0
10-06-2016,"30,551","6,617",0
10-07-2016,"31,559","9,487",0
10-08-2016,"30,724","10,384",0
10-09-2016,"29,102","10,421",0
10-10-2016,"32,164","10,220",0
10-11-2016,"36,366","8,552",0
10-12-2016,"37,766","7,996",0
10-13-2016,"33,315","7,709",0
10-14-2016,"31,457","7,245",0
10-15-2016,"30,006","9,803",0
10-16-2016,"24,981","8,447",0
10-17-2016,"26,538","7,345",0
10-18-2016,"26,959","7,392",0
10-19-2016,"27,174","7,856",0
10-20-2016,"27,118","6,624",0
10-21-2016,"22,301","5,560",0
10-22-2016,"21,254","6,121",0
10-23-2016,"22,530","6,544",0
10-24-2016,"26,372","7,383",0
10-25-2016,"23,770","7,886",0
10-26-2016,"25,150","7,647",0
10-27-2016,"27,241","7,420",0
10-28-2016,"30,349","7,876",0
10-29-2016,"27,104","7,208",0
10-30-2016,"24,943","6,073",0
10-31-2016,"31,881","6,629",0
11-01-2016,"30,004","8,761",0
11-02-2016,"29,277","6,769",0
11-03-2016,"26,750","8,527",0
11-04-2016,"24,717","5,359",0
11-05-2016,"21,225","4,441",0
11-06-2016,"24,409","6,051",0
11-07-2016,"27,516","6,241",0
11-08-2016,"26,610","5,362",0
11-09-2016,"32,496","5,609",0
11-10-2016,"25,878","5,202",0
11-11-2016,"26,061","5,003",0
11-12-2016,"22,337","4,606",0
11-13-2016,"24,861","5,230",0
11-14-2016,"32,469","5,919",0
11-15-2016,"30,266","6,159",0
11-16-2016,"31,857","6,606",0
11-17-2016,"30,484","6,546",0
11-18-2016,"33,178","5,984",0
11-19-2016,"27,651","6,020",0
11-20-2016,"25,016","5,253",0
11-21-2016,"31,689","6,156",0
11-22-2016,"33,118","6,475",0
11-23-2016,"32,723","5,585",0
11-24-2016,"27,364","5,379",0
11-25-2016,"26,045","5,011",0
11-26-2016,"25,081","4,713",0
11-27-2016,"24,617","5,631",0
11-28-2016,"29,405","6,282",0
11-29-2016,"30,425","6,363",0
11-30-2016,"30,967","6,941",0
12-01-2016,"33,315","6,443",0
12-02-2016,"31,300","6,448",0
12-03-2016,"24,249","8,017",0
12-04-2016,"24,177","6,886",0
12-05-2016,"28,715","5,634",0
12-06-2016,"28,672","8,536",0
12-07-2016,"30,415","9,660",0
12-08-2016,"29,855","7,273",0
12-09-2016,"27,078","8,336",0
12-10-2016,"24,147","7,735",0
12-11-2016,"23,035","8,087",0
12-12-2016,"26,921","6,961",0
12-13-2016,"32,390","7,711",0
12-14-2016,"31,743","6,646",0
12-15-2016,"30,242","5,796",0
12-16-2016,"29,955","5,621",0
12-17-2016,"25,212","5,300",0
12-18-2016,"24,374","5,092",0
12-19-2016,"32,100","6,177",0
12-20-2016,"30,555","6,174",0
12-21-2016,"37,105","7,426",0
12-22-2016,"39,611","8,599",0
12-23-2016,"42,110","8,377",0
12-24-2016,"32,110","7,422",0
12-25-2016,"26,588","6,121",0
12-26-2016,"30,860","6,201",0
12-27-2016,"35,177","7,834",0
12-28-2016,"39,663","8,106",0
12-29-2016,"35,899","7,109",0
12-30-2016,"30,353","6,222",0
12-31-2016,"27,629","6,010",0
01-01-2017,"32,739","6,644",0
01-02-2017,"45,192","7,088",0
01-03-2017,"45,506","7,724",0
01-04-2017,"53,053","10,868",0
01-05-2017,"57,695","10,753",0
01-06-2017,"46,863","7,832",0
01-07-2017,"36,788","7,472",0
01-08-2017,"31,058","6,328",0
01-09-2017,"38,812","6,788",0
01-10-2017,"36,032","9,397",0
01-11-2017,"47,822","9,713",0
01-12-2017,"43,666","6,526",0
1-13-2017,"36,932","6,309",0
1-14-2017,"38,427","8,720",0
1-15-2017,"36,614","10,710",0
1-16-2017,"42,818","8,595",0
1-17-2017,"45,226","8,288",0
1-18-2017,"47,246","10,293",0
1-19-2017,"48,051","8,456",0
1-20-2017,"41,088","8,496",0
1-21-2017,"37,469","8,547",0
1-22-2017,"39,330","7,340",0
1-23-2017,"46,123","7,461",0
1-24-2017,"42,230","10,168",0
1-25-2017,"41,742","8,252",0
1-26-2017,"43,213","7,122",0
1-27-2017,"44,782","7,519",0
1-28-2017,"35,855","6,638",0
1-29-2017,"35,572","6,420",0
1-30-2017,"41,235","6,971",0
1-31-2017,"43,061","7,401",0
02-01-2017,"40,005","6,891",0
02-02-2017,"42,743","7,480",0
02-03-2017,"44,197","8,396",0
02-04-2017,"44,216","7,250",0
02-05-2017,"41,271","6,992",0
02-06-2017,"47,937","7,564",0
02-07-2017,"53,851","8,506",0
02-08-2017,"52,319","8,074",0
02-09-2017,"53,710","9,328",0
02-10-2017,"47,727","7,940",0
02-11-2017,"46,683","7,344",0
02-12-2017,"47,787","6,669",0
2-13-2017,"48,919","7,579",0
2-14-2017,"47,944","7,815",0
2-15-2017,"44,758","7,122",0
2-16-2017,"49,832","7,735",0
2-17-2017,"44,656","7,507",0
2-18-2017,"41,200","7,175",0
2-19-2017,"40,314","6,988",0
2-20-2017,"47,462","10,631",0
2-21-2017,"48,053","10,357",0
2-22-2017,"47,633","8,769",0
2-23-2017,"53,570","9,070",0
2-24-2017,"64,408","8,764",0
2-25-2017,"43,633","7,025",0
2-26-2017,"48,335","7,281",0
2-27-2017,"44,207","8,029",0
2-28-2017,"45,791","10,434",0
03-01-2017,"47,752","13,692",0
03-02-2017,"58,174","13,126",0
03-03-2017,"73,751","10,357",0
03-04-2017,"46,866","8,179",0
03-05-2017,"43,226","7,534",0
03-06-2017,"56,780","9,031",0
03-07-2017,"54,521","9,391",0
03-08-2017,"52,614","8,488",0
03-09-2017,"52,551","8,423",0
03-10-2017,"80,163","10,635",0
03-11-2017,"58,219","8,547",0
03-12-2017,"48,119","8,391",0
3-13-2017,"53,253","10,027",0
3-14-2017,"55,040","9,955",0
3-15-2017,"39,245","9,593",0
3-16-2017,"40,752","9,597",0
3-17-2017,"41,981","11,100",0
3-18-2017,"37,383","9,943",0
3-19-2017,"36,649","9,457",0
3-20-2017,"45,814","10,226",0
3-21-2017,"48,953","10,292",0
3-22-2017,"44,038","9,963",0
3-23-2017,"42,236","10,817",0
3-24-2017,"42,646","11,455",0
3-25-2017,"37,322","12,191",0
3-26-2017,"33,004","11,856",0
3-27-2017,"36,981","12,268",0
3-28-2017,"38,381","11,470",0
3-29-2017,"36,288","12,218",0
3-30-2017,"35,106","18,301",0
3-31-2017,"32,880","11,593",0
04-01-2017,"29,597","9,973",0
04-02-2017,"29,377","8,901",0
04-03-2017,"35,706","9,881",0
04-04-2017,"37,139","9,245",0
04-05-2017,"38,713","12,228",0
04-06-2017,"39,114","11,079",0
04-07-2017,"37,298","10,048",0
04-08-2017,"30,868","8,673",0
04-09-2017,"32,576","9,042",0
04-10-2017,"36,743","11,075",0
04-11-2017,"41,742","9,994",0
04-12-2017,"37,119","9,975",0
4-13-2017,"37,960","10,049",0
4-14-2017,"43,900","9,893",0
4-15-2017,"37,046","8,399",0
4-16-2017,"41,053","8,686",0
4-17-2017,"45,873","10,137",0
4-18-2017,"45,725","9,319",0
4-19-2017,"44,035","19,665",0
4-20-2017,"51,926","9,555",0
4-21-2017,"47,955","8,437",0
4-22-2017,"42,440","7,668",0
4-23-2017,"39,947","7,701",0
4-24-2017,"48,754","8,514",0
4-25-2017,"51,202","8,438",0
4-26-2017,"51,458","7,527",0
4-27-2017,"52,295","8,168",0
4-28-2017,"48,551","8,527",0
4-29-2017,"43,548","16,990",0
4-30-2017,"42,632","8,619",0
05-01-2017,"63,844","11,403",0
05-02-2017,"67,350","9,246",0
05-03-2017,"54,997","9,816",0
05-04-2017,"61,440","11,133",0
05-05-2017,"52,635","10,127",0
05-06-2017,"48,323","7,846",0
05-07-2017,"44,482","7,775",0
05-08-2017,"53,081","9,086",0
05-09-2017,"77,319","11,341",0
05-10-2017,"69,188","10,210",0
05-11-2017,"66,196","10,945",0
05-12-2017,"81,518","10,142",0
5-13-2017,"63,664","8,548",0
5-14-2017,"64,020","9,128",0
5-15-2017,"67,634","9,946",0
5-16-2017,"72,785","10,043",0
5-17-2017,"67,710","10,226",0
5-18-2017,"67,002","9,162",0
5-19-2017,"70,037","9,329",0
5-20-2017,"64,636","9,910",0
5-21-2017,"65,550","9,449",0
5-22-2017,"98,595","12,051",0
5-23-2017,"99,735","11,206",0
5-24-2017,"93,707","12,022",0
5-25-2017,"1,08,844","14,619",0
5-26-2017,"1,02,184","13,152",0
5-27-2017,"70,202","12,219",0
5-28-2017,"61,038","10,798",0
5-29-2017,"72,690","10,218",0
5-30-2017,"72,577","10,950",0
5-31-2017,"77,536","12,598",0
06-01-2017,"72,386","11,823","12,220"
06-02-2017,"69,170","9,847","11,324"
06-03-2017,"56,918","9,296","11,628"
06-04-2017,"60,989","10,039","13,845"
06-05-2017,"71,860","10,848","15,588"
06-06-2017,"96,769","14,161","17,699"
06-07-2017,"80,625","12,966","15,343"
06-08-2017,"69,778","13,226","15,834"
06-09-2017,"71,608","11,289","14,781"
06-10-2017,"62,982","10,462","13,559"
06-11-2017,"66,430","11,523","13,543"
06-12-2017,"83,603","15,709","15,914"
6-13-2017,"79,679","12,730","16,784"
6-14-2017,"76,811","12,515","15,426"
6-15-2017,"87,907","14,571","16,208"
6-16-2017,"78,832","12,223","16,628"
6-17-2017,"65,293","10,552","13,752"
6-18-2017,"60,980","9,591","15,260"
6-19-2017,"71,537","10,760","15,789"
6-20-2017,"75,554","11,625","17,286"
6-21-2017,"74,898","11,995","17,501"
6-22-2017,"70,868","10,553","17,084"
6-23-2017,"77,355","13,656","20,912"
6-24-2017,"60,457","9,504","16,081"
6-25-2017,"60,903","10,621","16,792"
6-26-2017,"77,793","14,300","20,714"
6-27-2017,"83,728","14,841","21,947"
6-28-2017,"82,697","14,902","20,343"
6-29-2017,"88,049","15,082","19,082"
6-30-2017,"83,246","16,079","18,719"
07-01-2017,"70,272","14,992","16,540"
07-02-2017,"61,290","11,557","12,637"
07-03-2017,"84,921","21,248","22,758"
07-04-2017,"73,874","13,199","17,375"
07-05-2017,"80,088","14,261","21,550"
07-06-2017,"77,234","14,927","19,094"
07-07-2017,"75,990","14,697","20,783"
07-08-2017,"66,282","12,769","16,251"
07-09-2017,"64,846","10,630","15,903"
07-10-2017,"79,186","16,049","18,247"
07-11-2017,"79,124","13,997","19,195"
07-12-2017,"85,244","13,615","18,413"
7-13-2017,"80,929","12,914","19,801"
7-14-2017,"78,517","13,344","17,452"
7-15-2017,"71,292","13,548","16,124"
7-16-2017,"69,001","13,461","16,243"
7-17-2017,"87,831","15,456","17,292"
7-18-2017,"58,000","13,427","18,275"
7-19-2017,"59,226","13,684","17,391"
7-20-2017,"62,350","16,462","17,102"
7-21-2017,"60,423","14,285","17,677"
7-22-2017,"48,669","12,114","16,078"
7-23-2017,"50,154","14,873","19,326"
7-24-2017,"59,021","14,844","21,009"
7-25-2017,"67,101","16,817","18,781"
7-26-2017,"66,594","18,326","20,278"
7-27-2017,"70,135","19,374","19,688"
7-28-2017,"62,890","17,021","17,755"
7-29-2017,"52,524","14,625","17,936"
7-30-2017,"51,722","14,383","15,780"
7-31-2017,"67,559","19,130","22,073"
08-01-2017,"96,090","24,918","24,256"
08-02-2017,"82,917","19,716","26,348"
08-03-2017,"74,529","16,526","23,545"
08-04-2017,"67,052","15,377","27,171"
08-05-2017,"73,777","21,776","24,557"
08-06-2017,"52,654","15,597","20,842"
08-07-2017,"74,464","18,220","25,439"
08-08-2017,"83,937","18,602","27,624"
08-09-2017,"70,212","16,796","29,697"
08-10-2017,"64,431","15,327","24,505"
08-11-2017,"68,756","17,615","32,417"
08-12-2017,"60,035","19,084","23,355"
8-13-2017,"73,481","23,741","22,951"
8-14-2017,"89,214","24,428","31,496"
8-15-2017,"90,272","24,521","36,225"
8-16-2017,"79,990","20,619","32,434"
8-17-2017,"1,28,382","20,826","34,433"
8-18-2017,"1,37,312","22,040","28,728"
8-19-2017,"1,02,848","19,793","26,818"
8-20-2017,"99,808","19,827","32,124"
8-21-2017,"97,262","19,610","33,811"
8-22-2017,"1,12,289","25,741","38,540"
8-23-2017,"1,05,047","22,267","35,890"
8-24-2017,"1,18,021","22,142","32,799"
8-25-2017,"1,03,594","22,879","34,646"
8-26-2017,"93,107","21,399","35,705"
8-27-2017,"83,506","21,222","33,681"
8-28-2017,"98,752","24,078","37,006"
8-29-2017,"1,17,883","27,702","40,672"
8-30-2017,"1,08,133","26,164","36,041"
8-31-2017,"1,24,586","33,390","40,989"
09-01-2017,"1,25,437","29,023","36,049"
09-02-2017,"1,01,371","26,405","31,328"
09-03-2017,"1,03,688","24,123","39,157"
09-04-2017,"1,40,996","30,106","37,736"
09-05-2017,"1,27,666","30,511","42,479"
09-06-2017,"1,19,644","28,886","37,841"
09-07-2017,"1,09,374","26,018","37,223"
09-08-2017,"1,25,076","31,290","40,952"
09-09-2017,"1,09,143","25,929","36,445"
09-10-2017,"1,01,995","25,069","31,879"
09-11-2017,"1,22,231","27,078","38,002"
09-12-2017,"1,45,706","28,111","35,893"
9-13-2017,"1,69,483","34,438","41,054"
9-14-2017,"1,77,166","40,415","40,474"
9-15-2017,"1,75,605","40,276","44,929"
9-16-2017,"1,31,369","29,252","35,524"
9-17-2017,"1,14,460","23,520","36,146"
9-18-2017,"1,04,643","27,773","42,811"
9-19-2017,"1,03,094","26,295","46,076"
9-20-2017,"91,006","26,294","36,485"
9-21-2017,"87,181","26,884","36,313"
9-22-2017,"87,198","27,217","37,914"
9-23-2017,"75,545","19,045","34,369"
9-24-2017,"68,845","17,576","32,022"
9-25-2017,"79,227","21,823","36,874"
9-26-2017,"79,621","21,186","41,054"
9-27-2017,"88,026","22,954","36,379"
9-28-2017,"81,499","22,507","35,342"
9-29-2017,"87,845","20,801","46,384"
9-30-2017,"74,327","22,158","32,095"
10-01-2017,"71,600","20,817","33,440"
10-02-2017,"90,299","22,086","42,051"
10-03-2017,"87,896","21,635","39,825"
10-04-2017,"85,531","22,590","41,449"
10-05-2017,"78,004","21,870","41,506"
10-06-2017,"90,643","21,821","40,826"
10-07-2017,"83,225","21,136","42,519"
10-08-2017,"75,752","20,443","42,565"
10-09-2017,"89,734","25,353","37,651"
10-10-2017,"96,936","25,077","46,800"
10-11-2017,"89,877","22,305","42,258"
10-12-2017,"1,36,102","32,993","46,109"
10-13-2017,"1,31,912","33,337","45,682"
10-14-2017,"97,790","22,362","39,486"
10-15-2017,"95,345","23,000","55,977"
10-16-2017,"1,05,224","24,190","47,874"
10-17-2017,"1,09,349","24,476","47,397"
10-18-2017,"1,38,255","23,702","44,084"
10-19-2017,"1,32,694","22,939","45,241"
10-20-2017,"1,48,240","28,473","44,791"
10-21-2017,"1,29,993","24,940","38,004"
10-22-2017,"1,25,277","21,894","34,189"
10-23-2017,"1,53,085","26,981","42,468"
10-24-2017,"1,57,490","28,994","46,489"
10-25-2017,"1,40,778","25,061","42,017"
10-26-2017,"1,42,624","26,795","41,115"
10-27-2017,"1,32,402","23,979","48,392"
10-28-2017,"1,13,883","19,292","43,163"
10-29-2017,"1,13,843","22,902","34,858"
10-30-2017,"1,45,751","24,210","44,434"
10-31-2017,"1,56,586","27,269","46,628"
11-01-2017,"1,62,235","29,422","48,287"
11-02-2017,"1,83,375","36,469","46,273"
11-03-2017,"1,54,874","27,342","42,232"
11-04-2017,"1,32,695","23,248","35,084"
11-05-2017,"1,32,305","25,414","38,143"
11-06-2017,"1,41,127","27,108","40,924"
11-07-2017,"1,35,322","24,718","41,266"
11-08-2017,"1,83,012","31,239","55,886"
11-09-2017,"1,66,999","27,597","50,718"
11-10-2017,"1,76,370","31,029","49,920"
11-11-2017,"1,44,214","29,886","45,916"
11-12-2017,"1,68,993","41,442","45,447"
11-13-2017,"1,75,184","33,314","49,892"
11-14-2017,"1,62,729","28,952","53,015"
11-15-2017,"1,77,528","31,964","65,765"
11-16-2017,"1,89,210","34,357","70,949"
11-17-2017,"1,96,630","33,244","71,854"
11-18-2017,"1,47,694","26,474","63,027"
11-19-2017,"1,47,627","28,676","62,720"
11-20-2017,"2,00,689","31,880","87,422"
11-21-2017,"2,08,394","33,361","86,569"
11-22-2017,"2,03,541","33,605","81,185"
11-23-2017,"1,89,042","32,618","71,237"
11-24-2017,"2,00,990","32,757","69,137"
11-25-2017,"1,81,938","33,691","68,886"
11-26-2017,"2,17,458","46,790","63,883"
11-27-2017,"2,92,562","44,258","87,332"
11-28-2017,"3,15,042","46,835","75,384"
11-29-2017,"4,31,855","70,365","77,665"
11-30-2017,"3,54,771","47,724","73,412"
12-01-2017,"3,34,700","42,497","72,545"
12-02-2017,"2,60,253","37,687","66,141"
12-03-2017,"2,53,045","34,658","66,970"
12-04-2017,"3,11,222","38,262","92,565"
12-05-2017,"3,13,782","40,448","85,928"
12-06-2017,"3,76,943","56,651","89,834"
12-07-2017,"6,66,761","76,392","97,280"
12-08-2017,"6,85,647","62,563","84,031"
12-09-2017,"4,55,704","45,780","80,157"
12-10-2017,"3,90,296","49,011","78,850"
12-11-2017,"4,82,794","51,171","90,031"
12-12-2017,"4,40,160","52,424","95,635"
12-13-2017,"3,47,864","48,105","97,869"
12-14-2017,"3,41,987","47,000","1,07,545"
12-15-2017,"3,38,298","49,096","99,009"
12-16-2017,"3,01,056","42,512","74,677"
12-17-2017,"2,72,868","43,539","74,283"
12-18-2017,"3,17,093","47,255","93,377"
12-19-2017,"3,28,761","48,433","93,530"
12-20-2017,"3,94,221","62,561","99,055"
12-21-2017,"2,96,068","55,201","96,823"
12-22-2017,"4,75,274","85,040","1,08,032"
12-23-2017,"3,12,860","49,250","82,531"
12-24-2017,"2,36,907","48,487","80,455"
12-25-2017,"2,22,768","42,681","81,483"
12-26-2017,"2,53,046","48,579","94,244"
12-27-2017,"2,49,055","52,820","1,01,827"
12-28-2017,"2,64,518","54,232","1,07,455"
12-29-2017,"2,44,365","53,657","1,13,404"
12-30-2017,"2,14,030","57,829","1,03,460"
12-31-2017,"2,12,895","51,409","89,068"
01-01-2018,"1,97,812","44,496","85,170"
01-02-2018,"2,48,723","66,092","1,02,685"
01-03-2018,"2,51,851","65,325","1,04,881"
01-04-2018,"2,34,956","62,753","1,09,589"
01-05-2018,"2,23,052","68,036","1,14,951"
01-06-2018,"1,84,768","59,016","1,08,093"
01-07-2018,"1,97,693","63,857","1,05,160"
01-08-2018,"2,25,480","70,721","1,18,188"
01-09-2018,"2,44,191","66,477","1,26,716"
01-10-2018,"2,55,881","69,098","1,34,934"
01-11-2018,"2,80,223","74,385","1,56,567"
01-12-2018,"2,42,154","66,169","1,37,580"
1-13-2018,"1,98,650","59,262","1,13,487"
1-14-2018,"1,97,998","58,492","1,13,879"
1-15-2018,"2,27,023","59,892","1,33,407"
1-16-2018,"3,05,880","1,08,231","1,52,168"
1-17-2018,"3,71,290","1,01,019","1,68,722"
1-18-2018,"2,92,512","80,629","1,69,131"
1-19-2018,"2,75,491","64,241","1,55,312"
1-20-2018,"2,19,906","59,648","1,35,830"
1-21-2018,"2,09,810","54,636","1,42,438"
1-22-2018,"2,53,325","62,905","1,48,973"
1-23-2018,"2,62,299","63,653","1,49,824"
1-24-2018,"2,88,899","64,548","1,48,337"
1-25-2018,"3,07,113","61,604","1,49,281"
1-26-2018,"2,50,810","66,339","1,35,673"
1-27-2018,"2,15,041","59,071","1,26,215"
1-28-2018,"2,14,951","58,757","1,40,100"
1-29-2018,"2,47,838","61,551","1,84,481"
1-30-2018,"2,65,351","67,872","1,69,032"
1-31-2018,"2,84,033","64,925","1,73,598"
02-01-2018,"3,03,016","74,367","1,18,450"
02-02-2018,"3,55,113","81,367","1,16,178"
02-03-2018,"2,59,082","59,356","1,00,036"
02-04-2018,"2,26,746","56,793","97,212"
02-05-2018,"3,08,070","74,775","1,17,660"
02-06-2018,"3,47,841","86,511","1,33,257"
02-07-2018,"2,71,601","64,221","1,38,395"
02-08-2018,"2,65,562","57,729","1,26,411"
02-09-2018,"2,42,910","56,802","1,25,902"
02-10-2018,"2,15,733","50,451","1,01,041"
02-11-2018,"2,14,708","52,194","97,631"
02-12-2018,"2,16,469","57,272","1,16,751"
2-13-2018,"2,09,609","66,458","1,10,423"
2-14-2018,"2,11,295","63,749","1,15,584"
2-15-2018,"2,18,763","63,839","1,12,441"
2-16-2018,"2,20,006","59,189","1,09,001"
2-17-2018,"1,89,546","55,222","96,742"
2-18-2018,"1,81,148","53,173","88,013"
2-19-2018,"2,07,167","53,788","1,04,646"
2-20-2018,"2,21,333","50,055","1,19,409"
2-21-2018,"2,04,864","51,799","1,06,071"
2-22-2018,"1,92,837","53,005","1,02,001"
2-23-2018,"1,73,636","47,274","90,559"
2-24-2018,"1,61,760","41,275","81,917"
2-25-2018,"1,67,834","44,221","85,819"
2-26-2018,"1,94,387","46,020","1,02,568"
2-27-2018,"2,01,027","45,490","1,04,669"
2-28-2018,"2,02,518","47,874","1,13,277"
03-01-2018,"1,90,025","51,949","1,08,697"
03-02-2018,"2,09,227","49,474","1,26,121"
03-03-2018,"1,91,559","44,843","1,06,602"
03-04-2018,"1,85,748","39,423","1,18,181"
03-05-2018,"2,05,940","44,000","1,38,923"
03-06-2018,"2,13,087","50,717","1,24,325"
03-07-2018,"2,25,597","59,062","1,20,399"
03-08-2018,"2,14,578","53,650","1,14,958"
03-09-2018,"2,15,095","52,161","1,09,980"
03-10-2018,"1,71,043","38,738","86,217"
03-11-2018,"1,72,924","39,910","81,527"
03-12-2018,"2,16,656","45,279","1,08,183"
3-13-2018,"2,15,062","48,003","1,17,520"
3-14-2018,"1,78,921","51,201","1,33,923"
3-15-2018,"1,80,979","52,368","1,15,786"
3-16-2018,"1,69,098","48,915","1,09,266"
3-17-2018,"1,43,994","43,304","1,00,006"
3-18-2018,"1,50,405","50,959","1,00,222"
3-19-2018,"1,65,140","51,141","1,17,991"
3-20-2018,"1,52,295","50,038","1,21,433"
3-21-2018,"1,61,109","46,796","1,21,752"
3-22-2018,"1,48,826","52,853","1,14,269"
3-23-2018,"1,41,238","52,596","1,17,968"
3-24-2018,"1,17,705","48,323","92,639"
3-25-2018,"1,13,053","47,498","92,624"
3-26-2018,"1,38,107","57,389","1,22,769"
3-27-2018,"1,39,093","59,071","1,17,016"
3-28-2018,"1,40,788","64,197","1,16,600"
3-29-2018,"1,39,371","67,042","1,08,692"
3-30-2018,"1,35,825","61,792","92,462"
3-31-2018,"1,13,742","50,199","82,711"
04-01-2018,"1,19,172","56,761","84,494"
04-02-2018,"1,42,655","61,032","1,05,371"
04-03-2018,"1,41,195","63,113","1,02,390"
04-04-2018,"1,34,776","60,011","1,01,545"
04-05-2018,"1,34,548","56,579","98,010"
04-06-2018,"1,34,201","57,303","1,17,740"
04-07-2018,"1,18,676","53,242","1,02,219"
04-08-2018,"1,22,366","52,859","89,007"
